sample_idx,real_label,pred_label,closest_label,is_drift,pred_prob,min_distance,min_anomaly_score
0,1,1,1,N,1.0,0.12583374977111816,1.9362995021877396
1,2,2,2,Y,0.9999334812164307,1.2658153772354126,52.4966806609323
2,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
3,2,2,2,Y,0.9999927282333374,0.24117420613765717,7.425940288666147
4,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
5,1,1,1,Y,1.0,0.3056911528110504,6.491962301751956
6,1,1,1,Y,1.0,0.6127644181251526,14.269915722392897
7,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
8,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
9,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
10,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
11,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
12,1,1,1,N,1.0,0.1435200423002243,2.3842810156015366
13,1,1,1,N,0.9999992847442627,0.10214550048112869,1.3362925900783247
14,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
15,1,1,1,Y,1.0,0.41582682728767395,9.281622489249752
16,1,1,1,Y,0.9999996423721313,0.26960548758506775,5.577937826671558
17,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
18,1,1,1,N,1.0,0.09554988145828247,1.1692301383579917
19,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
20,1,1,1,N,1.0,0.12807594239711761,1.9930926850612818
21,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
22,2,2,2,Y,0.9999411106109619,0.8622013926506042,34.742971472281035
23,2,2,2,Y,0.9999868869781494,1.125762939453125,46.336214605460555
24,1,1,1,N,1.0,0.02972334250807762,0.49811040196017714
25,1,1,1,N,1.0,0.02972334250807762,0.49811040196017714
26,1,1,1,N,1.0,0.02972334250807762,0.49811040196017714
27,1,1,1,N,1.0,0.03641245514154434,0.32867982197829004
28,1,1,1,Y,1.0,1.9629716873168945,48.46972714005565
29,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
30,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
31,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
32,2,2,2,N,0.999983549118042,0.14955578744411469,3.3959343326473808
33,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
34,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
35,1,1,1,Y,1.0,0.4125361144542694,9.198271017317875
36,1,1,1,N,1.0,0.09368288516998291,1.1219404182883979
37,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
38,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
39,1,1,1,Y,1.0,0.200591579079628,3.829863427925268
40,1,1,1,N,1.0,0.08170108497142792,0.8184497360248904
41,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
42,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
43,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
44,2,2,2,N,0.9999566078186035,0.1329095959663391,2.6637207476819302
45,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
46,1,1,1,Y,1.0,0.22401688992977142,4.423210291863307
47,1,1,1,N,1.0,0.028964495286345482,0.5173314753582321
48,2,2,2,Y,0.9999829530715942,0.5026683211326599,18.928242946463765
49,1,1,1,N,1.0,0.028964495286345482,0.5173314753582321
50,1,1,1,N,1.0,0.04534262791275978,0.1024847442641728
51,1,1,1,Y,1.0,0.5180140137672424,11.8699537478314
52,1,1,1,Y,1.0,0.19488175213336945,3.6852374746619554
53,2,2,2,N,0.9999892711639404,0.09753952920436859,1.1079028046511226
54,2,2,2,Y,0.9999390840530396,1.3010342121124268,54.045846389203184
55,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
56,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
57,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
58,1,1,1,Y,1.0,0.6223151683807373,14.511829597032982
59,1,1,1,N,1.0,0.04912909120321274,0.006576257363858577
60,1,1,1,Y,1.0,0.23370911180973053,4.6687075445509985
61,1,1,1,Y,1.0,1.0468343496322632,25.264605792342017
62,1,1,1,Y,1.0,0.23370911180973053,4.6687075445509985
63,1,1,1,N,1.0,0.12073797732591629,1.8072271232107966
64,2,2,2,Y,0.9998986721038818,2.9551608562469482,126.80567266572135
65,2,2,2,Y,0.99996018409729,0.15490277111530304,3.6311313197696107
66,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
67,2,2,2,Y,0.9997422099113464,1.6408121585845947,68.99160912482628
68,2,2,2,Y,0.9999977350234985,0.7081766128540039,27.9679060563296
69,2,2,2,Y,0.9999591112136841,0.42825478315353394,15.655025556984382
70,2,2,2,Y,0.9999345541000366,0.19843395054340363,5.545930929601032
71,2,2,2,Y,0.999906063079834,0.6022194623947144,23.30718440753072
72,2,2,2,Y,0.999993085861206,1.0981882810592651,45.12329214786884
73,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
74,1,1,1,Y,1.0,0.299861341714859,6.344297233253829
75,1,1,1,Y,1.0,0.299861341714859,6.344297233253829
76,1,1,1,Y,1.0,0.23370911180973053,4.6687075445509985
77,1,1,1,N,1.0,0.08053486794233322,0.7889102681684697
78,1,1,1,Y,0.9999934434890747,0.6255757808685303,14.594418648103666
79,1,1,1,N,1.0,0.12135770171880722,1.8229243119217626
80,1,1,1,Y,0.9999994039535522,2.0063397884368896,49.56821103890813
81,1,1,1,N,1.0,0.02972334250807762,0.49811040196017714
82,1,1,1,Y,1.0,0.21477581560611725,4.1891402936278315
83,1,1,1,Y,1.0,0.5387877821922302,12.396138882619743
84,1,1,1,Y,1.0,0.23370911180973053,4.6687075445509985
85,1,1,1,N,1.0,0.05406928062438965,0.11855531160728477
86,1,1,1,N,1.0,0.09909238666296005,1.2589593362809621
87,2,2,2,Y,0.9998655319213867,0.7374827861785889,29.256992407418522
88,2,2,2,Y,0.9738832712173462,1.496521234512329,62.64470539408478
89,1,1,1,N,1.0,0.1729259490966797,3.129112223628995
90,1,1,1,Y,1.0,0.23370911180973053,4.6687075445509985
91,1,1,1,N,1.0,0.10682838410139084,1.4549067817125134
92,1,1,1,N,1.0,0.10682838410139084,1.4549067817125134
93,1,1,1,Y,1.0,0.1987684667110443,3.783685257081522
94,1,1,1,Y,1.0,0.39295607805252075,8.702323040961158
95,1,1,1,Y,1.0,0.3267040252685547,7.024204530590014
96,1,1,1,Y,1.0,0.30903902649879456,6.576761618447961
97,1,1,1,Y,1.0,0.47052595019340515,10.667113304885108
98,6,6,6,N,1.0,0.08478216081857681,1.139813696110104
99,1,1,1,Y,1.0,0.23370911180973053,4.6687075445509985
100,1,1,1,Y,1.0,1.1014256477355957,26.647363970831314
101,1,1,1,N,0.9999998807907104,0.14727997779846191,2.4795175719384157
102,1,1,1,Y,1.0,0.3267040252685547,7.024204530590014
103,1,1,1,N,1.0,0.06071808189153671,0.2869648326610818
104,1,1,1,Y,1.0,0.3267040252685547,7.024204530590014
105,1,1,1,Y,0.9999990463256836,0.9216815829277039,22.09457308232295
106,1,1,1,Y,1.0,0.23880815505981445,4.797862770745284
107,1,1,1,Y,1.0,0.3267040252685547,7.024204530590014
108,1,1,1,Y,1.0,0.32995423674583435,7.10652937641177
109,1,1,1,Y,1.0,0.3267040252685547,7.024204530590014
110,1,1,1,Y,1.0,1.2159088850021362,29.547144906082398
111,1,1,1,N,1.0,0.08004280179738998,0.7764465742683154
112,1,1,1,Y,1.0,0.2664547264575958,5.498131234308158
113,1,1,1,N,1.0,0.02972334250807762,0.49811040196017714
114,1,1,1,Y,0.9999934434890747,0.6255757808685303,14.594418648103666
115,2,2,2,Y,0.999998927116394,1.7495405673980713,73.77422970871154
116,1,1,1,N,1.0,0.02691631019115448,0.5692105821402355
117,2,2,2,Y,0.9999425411224365,1.5500400066375732,64.99882778016288
118,5,5,5,N,0.9999995231628418,0.031193790957331657,0.1623881251058863
