sample_idx,real_label,pred_label,closest_label,is_drift,pred_prob,min_distance,min_anomaly_score
0,2,2,2,Y,1.0,0.11581330001354218,5.014394612280448
1,2,2,2,N,1.0,0.08469724655151367,3.286974901214809
2,2,2,2,N,1.0,0.08469724655151367,3.286974901214809
3,0,0,0,Y,0.9999988079071045,0.4087045192718506,34.679748301250925
4,2,2,2,N,1.0,0.08469724655151367,3.286974901214809
5,2,2,2,N,1.0,0.08469724655151367,3.286974901214809
6,2,2,2,N,0.9999996423721313,0.03600472956895828,0.5837907139960045
7,2,2,2,N,0.9999299049377441,0.07937847077846527,2.991700977087661
8,2,2,2,Y,1.0,0.09897591918706894,4.079661222336405
9,2,2,2,Y,1.0,0.1251532882452011,5.532907723970185
10,2,2,2,Y,1.0,0.21993933618068695,10.794992369131656
11,2,2,2,Y,1.0,0.11444433778524399,4.938396550617922
12,2,2,2,N,1.0,0.05471526086330414,1.6225132008097054
13,2,2,2,Y,1.0,0.11581330001354218,5.014394612280448
14,2,2,2,Y,1.0,0.11581330001354218,5.014394612280448
15,2,2,2,Y,1.0,0.11581330001354218,5.014394612280448
16,2,2,2,N,1.0,0.036040738224983215,0.5857897486650168
17,2,2,2,N,0.9999985694885254,0.04832816123962402,1.2679308589047098
18,2,2,2,N,0.999998927116394,0.05154580995440483,1.4465598899103673
19,2,2,2,N,0.9999988079071045,0.060641802847385406,1.9515275046296614
20,2,2,2,N,0.9999985694885254,0.02236994542181492,0.17314967821876034
21,2,2,2,N,1.0,0.07327788323163986,2.653024465556526
22,2,2,2,Y,1.0,0.09366028755903244,3.7845618466533546
23,2,2,2,Y,1.0,0.17054195702075958,8.052677481548294
24,2,2,2,Y,0.9999996423721313,0.34343770146369934,17.65105340579147
25,2,2,2,Y,1.0,0.12079011648893356,5.2906849454353235
26,2,2,2,Y,0.999903678894043,0.12440429627895355,5.49132714105968
27,2,2,2,Y,0.9999994039535522,0.2137964367866516,10.453966898799504
28,2,2,2,Y,1.0,0.09746517986059189,3.995791935813274
29,2,2,2,Y,1.0,0.09746517986059189,3.995791935813274
30,2,2,2,N,1.0,0.06853394955396652,2.3896631259220285
31,2,2,2,N,0.9999960660934448,0.024866953492164612,0.034527295367916065
32,2,2,2,Y,1.0,0.1205940842628479,5.279801725859273
33,2,2,2,Y,1.0,0.18958145380020142,9.109662616353077
34,2,2,2,Y,1.0,0.1406230628490448,6.391718331438493
35,2,2,2,N,0.9999995231628418,0.05307105556130409,1.531234498283398
36,2,2,2,N,0.9999998807907104,0.022222882136702538,0.18131395419937277
37,2,2,2,N,0.9999997615814209,0.07163803279399872,2.5619875250339508
38,2,2,2,N,0.9999996423721313,0.08189451694488525,3.131380267312392
39,2,2,2,N,0.9999998807907104,0.027775997295975685,0.12696941290876188
40,2,2,2,N,1.0,0.009578132070600986,0.8832922676186983
41,2,2,2,Y,0.9999991655349731,0.14711600542068481,6.75217658613223
42,2,2,2,N,0.9999997615814209,0.02586274780333042,0.020754616565907966
43,2,2,2,N,1.0,0.007183212321251631,1.0162470997156683
44,2,2,2,N,1.0,0.007183212321251631,1.0162470997156683
45,2,2,2,Y,1.0,0.09363279491662979,3.783035581822265
46,6,6,6,N,0.9999951124191284,0.05910143256187439,0.12208962355971116
47,0,0,0,N,0.9999995231628418,0.056314580142498016,2.3021901966304483
48,2,2,2,Y,0.9741755127906799,2.334279775619507,127.68004717053313
49,2,2,2,N,1.0,0.017519984394311905,0.44239716778415966
50,2,2,2,N,0.9999960660934448,0.024866953492164612,0.034527295367916065
51,2,2,2,Y,1.0,0.12738312780857086,5.656698142319178
