sample_idx,real,closest,TP,FP,precision,recall
156,2,2,0,1,0.0,0.0
48,2,2,0,2,0.0,0.0
174,2,2,0,3,0.0,0.0
220,2,2,0,4,0.0,0.0
223,2,2,0,5,0.0,0.0
249,2,2,0,6,0.0,0.0
260,2,2,0,7,0.0,0.0
10,2,2,0,8,0.0,0.0
25,2,2,0,9,0.0,0.0
177,2,2,0,10,0.0,0.0
11,2,2,0,11,0.0,0.0
777,7,1,1,11,0.08333333333333333,0.0029498525073746312
30,2,2,1,12,0.07692307692307693,0.0029498525073746312
8,2,2,1,13,0.07142857142857142,0.0029498525073746312
660,7,5,2,13,0.13333333333333333,0.0058997050147492625
176,2,2,2,14,0.125,0.0058997050147492625
919,7,1,3,14,0.17647058823529413,0.008849557522123894
702,7,1,4,14,0.2222222222222222,0.011799410029498525
199,2,2,4,15,0.21052631578947367,0.011799410029498525
9,2,2,4,16,0.2,0.011799410029498525
133,2,2,4,17,0.19047619047619047,0.011799410029498525
16,2,2,4,18,0.18181818181818182,0.011799410029498525
197,2,2,4,19,0.17391304347826086,0.011799410029498525
695,7,0,5,19,0.20833333333333334,0.014749262536873156
180,2,2,5,20,0.2,0.014749262536873156
198,2,2,5,21,0.19230769230769232,0.014749262536873156
604,7,2,6,21,0.2222222222222222,0.017699115044247787
200,2,2,6,22,0.21428571428571427,0.017699115044247787
671,7,3,7,22,0.2413793103448276,0.02064896755162242
645,7,3,8,22,0.26666666666666666,0.02359882005899705
825,7,2,9,22,0.2903225806451613,0.02654867256637168
907,7,1,10,22,0.3125,0.029498525073746312
607,7,2,11,22,0.3333333333333333,0.032448377581120944
809,7,0,12,22,0.35294117647058826,0.035398230088495575
620,7,2,13,22,0.37142857142857144,0.038348082595870206
172,2,2,13,23,0.3611111111111111,0.038348082595870206
383,6,6,13,24,0.35135135135135137,0.038348082595870206
692,7,0,14,24,0.3684210526315789,0.04129793510324484
874,7,2,15,24,0.38461538461538464,0.04424778761061947
842,7,1,16,24,0.4,0.0471976401179941
140,2,2,16,25,0.3902439024390244,0.0471976401179941
877,7,4,17,25,0.40476190476190477,0.05014749262536873
843,7,4,18,25,0.4186046511627907,0.05309734513274336
616,7,1,19,25,0.4318181818181818,0.05604719764011799
679,7,1,20,25,0.4444444444444444,0.058997050147492625
170,2,2,20,26,0.43478260869565216,0.058997050147492625
641,7,1,21,26,0.44680851063829785,0.061946902654867256
688,7,1,22,26,0.4583333333333333,0.06489675516224189
56,2,2,22,27,0.4489795918367347,0.06489675516224189
740,7,2,23,27,0.46,0.06784660766961652
36,2,2,23,28,0.45098039215686275,0.06784660766961652
142,2,2,23,29,0.4423076923076923,0.06784660766961652
218,2,2,23,30,0.4339622641509434,0.06784660766961652
550,2,2,23,31,0.42592592592592593,0.06784660766961652
824,7,5,24,31,0.43636363636363634,0.07079646017699115
828,7,5,25,31,0.44642857142857145,0.07374631268436578
858,7,1,26,31,0.45614035087719296,0.07669616519174041
832,7,1,27,31,0.46551724137931033,0.07964601769911504
755,7,0,28,31,0.4745762711864407,0.08259587020648967
636,7,3,29,31,0.48333333333333334,0.0855457227138643
644,7,1,30,31,0.4918032786885246,0.08849557522123894
181,2,2,30,32,0.4838709677419355,0.08849557522123894
859,7,2,31,32,0.49206349206349204,0.09144542772861357
42,2,2,31,33,0.484375,0.09144542772861357
798,7,5,32,33,0.49230769230769234,0.0943952802359882
890,7,1,33,33,0.5,0.09734513274336283
27,2,2,33,34,0.4925373134328358,0.09734513274336283
123,2,2,33,35,0.4852941176470588,0.09734513274336283
52,2,2,33,36,0.4782608695652174,0.09734513274336283
53,2,2,33,37,0.4714285714285714,0.09734513274336283
23,2,2,33,38,0.4647887323943662,0.09734513274336283
646,7,1,34,38,0.4722222222222222,0.10029498525073746
839,7,1,35,38,0.4794520547945205,0.10324483775811209
602,7,3,36,38,0.4864864864864865,0.10619469026548672
40,2,2,36,39,0.48,0.10619469026548672
715,7,3,37,39,0.4868421052631579,0.10914454277286136
26,2,3,37,40,0.4805194805194805,0.10914454277286136
566,2,2,37,41,0.47435897435897434,0.10914454277286136
804,7,4,38,41,0.4810126582278481,0.11209439528023599
807,7,1,39,41,0.4875,0.11504424778761062
856,7,3,40,41,0.49382716049382713,0.11799410029498525
706,7,4,41,41,0.5,0.12094395280235988
737,7,4,42,41,0.5060240963855421,0.12389380530973451
38,2,2,42,42,0.5,0.12389380530973451
39,2,2,42,43,0.49411764705882355,0.12389380530973451
332,2,2,42,44,0.4883720930232558,0.12389380530973451
933,7,3,43,44,0.4942528735632184,0.12684365781710916
805,7,2,44,44,0.5,0.12979351032448377
815,7,4,45,44,0.5056179775280899,0.13274336283185842
844,7,3,46,44,0.5111111111111111,0.13569321533923304
634,7,4,47,44,0.5164835164835165,0.13864306784660768
751,7,4,48,44,0.5217391304347826,0.1415929203539823
813,7,4,49,44,0.5268817204301075,0.14454277286135694
674,7,3,50,44,0.5319148936170213,0.14749262536873156
768,7,3,51,44,0.5368421052631579,0.1504424778761062
680,7,3,52,44,0.5416666666666666,0.15339233038348082
881,7,3,53,44,0.5463917525773195,0.15634218289085547
875,7,3,54,44,0.5510204081632653,0.1592920353982301
739,7,1,55,44,0.5555555555555556,0.16224188790560473
741,7,3,56,44,0.56,0.16519174041297935
811,7,1,57,44,0.5643564356435643,0.168141592920354
724,7,3,58,44,0.5686274509803921,0.1710914454277286
682,7,5,59,44,0.5728155339805825,0.17404129793510326
849,7,5,60,44,0.5769230769230769,0.17699115044247787
861,7,5,61,44,0.580952380952381,0.17994100294985252
906,7,5,62,44,0.5849056603773585,0.18289085545722714
754,7,3,63,44,0.5887850467289719,0.18584070796460178
917,7,5,64,44,0.5925925925925926,0.1887905604719764
709,7,3,65,44,0.5963302752293578,0.19174041297935104
639,7,4,66,44,0.6,0.19469026548672566
867,7,3,67,44,0.6036036036036037,0.1976401179941003
717,7,3,68,44,0.6071428571428571,0.20058997050147492
752,7,3,69,44,0.6106194690265486,0.20353982300884957
658,7,4,70,44,0.6140350877192983,0.20648967551622419
652,7,3,71,44,0.6173913043478261,0.20943952802359883
836,7,3,72,44,0.6206896551724138,0.21238938053097345
182,2,2,72,45,0.6153846153846154,0.21238938053097345
780,7,3,73,45,0.6186440677966102,0.2153392330383481
782,7,3,74,45,0.6218487394957983,0.2182890855457227
650,7,1,75,45,0.625,0.22123893805309736
617,7,1,76,45,0.628099173553719,0.22418879056047197
750,7,3,77,45,0.6311475409836066,0.22713864306784662
261,2,2,77,46,0.6260162601626016,0.22713864306784662
731,7,3,78,46,0.6290322580645161,0.23008849557522124
665,7,3,79,46,0.632,0.23303834808259588
838,7,3,80,46,0.6349206349206349,0.2359882005899705
871,7,3,81,46,0.6377952755905512,0.23893805309734514
759,7,3,82,46,0.640625,0.24188790560471976
833,7,0,83,46,0.6434108527131783,0.2448377581120944
921,7,0,84,46,0.6461538461538462,0.24778761061946902
930,7,0,85,46,0.648854961832061,0.25073746312684364
829,7,3,86,46,0.6515151515151515,0.2536873156342183
791,7,3,87,46,0.6541353383458647,0.25663716814159293
769,7,3,88,46,0.6567164179104478,0.25958702064896755
623,7,0,89,46,0.6592592592592592,0.26253687315634217
817,7,0,90,46,0.6617647058823529,0.26548672566371684
735,7,3,91,46,0.6642335766423357,0.26843657817109146
888,7,3,92,46,0.6666666666666666,0.2713864306784661
818,7,0,93,46,0.6690647482014388,0.2743362831858407
913,7,3,94,46,0.6714285714285714,0.27728613569321536
189,2,2,94,47,0.6666666666666666,0.27728613569321536
852,7,3,95,47,0.6690140845070423,0.28023598820059
771,7,3,96,47,0.6713286713286714,0.2831858407079646
51,2,2,96,48,0.6666666666666666,0.2831858407079646
57,2,2,96,49,0.6620689655172414,0.2831858407079646
924,7,3,97,49,0.6643835616438356,0.2861356932153392
914,7,3,98,49,0.6666666666666666,0.2890855457227139
749,7,3,99,49,0.668918918918919,0.2920353982300885
775,7,3,100,49,0.6711409395973155,0.2949852507374631
928,7,3,101,49,0.6733333333333333,0.29793510324483774
872,7,3,102,49,0.6754966887417219,0.3008849557522124
853,7,3,103,49,0.6776315789473685,0.30383480825958703
797,7,3,104,49,0.6797385620915033,0.30678466076696165
789,7,3,105,49,0.6818181818181818,0.30973451327433627
600,7,2,106,49,0.6838709677419355,0.31268436578171094
690,7,3,107,49,0.6858974358974359,0.31563421828908556
712,7,3,108,49,0.6878980891719745,0.3185840707964602
831,7,3,109,49,0.689873417721519,0.3215339233038348
870,7,3,110,49,0.6918238993710691,0.32448377581120946
640,7,4,111,49,0.69375,0.3274336283185841
788,7,4,112,49,0.6956521739130435,0.3303834808259587
595,7,3,113,49,0.6975308641975309,0.3333333333333333
