sample_idx,real_label,min_dis
60024,2,24.28577995300293
60342,2,24.284639358520508
59542,2,22.517295837402344
60275,2,22.498361587524414
59464,2,22.494792938232422
60177,2,22.494644165039062
60235,2,22.49321174621582
60536,2,22.492948532104492
6810,0,22.110517501831055
60595,2,22.099651336669922
10874,0,21.547883987426758
2989,0,21.54706382751465
9328,0,21.537107467651367
4074,0,21.513826370239258
5879,0,21.511707305908203
9571,0,21.510276794433594
12621,0,21.509273529052734
3711,0,21.50736427307129
9752,0,21.506771087646484
11756,0,21.50252914428711
9482,0,21.50212860107422
11594,0,21.345829010009766
4525,0,19.784786224365234
1872,0,19.78424644470215
6617,0,19.71361541748047
2297,0,19.712570190429688
655,0,19.711292266845703
10377,0,19.710182189941406
1778,0,19.709938049316406
6242,0,19.708940505981445
4314,0,19.707813262939453
8893,0,19.707290649414062
10434,0,19.70656967163086
9809,0,19.70492935180664
12777,0,19.70218849182129
12334,0,19.70206069946289
7785,0,19.69969367980957
11121,0,19.698383331298828
33,0,19.698017120361328
12753,0,19.696664810180664
3757,0,19.696264266967773
10062,0,19.6959228515625
4276,0,19.69464874267578
9581,0,19.694013595581055
544,0,19.693666458129883
11399,0,19.692604064941406
2679,0,19.691356658935547
2368,0,19.691211700439453
7229,0,19.69070053100586
2173,0,18.825777053833008
10451,0,18.824377059936523
3159,0,18.824298858642578
144,0,18.819486618041992
59810,2,18.65676498413086
59914,2,18.651336669921875
59376,2,18.594045639038086
59771,2,18.586910247802734
59789,2,18.581439971923828
60710,2,18.568525314331055
60353,2,18.566579818725586
59479,2,18.55971336364746
59410,2,18.55889892578125
59769,2,18.557172775268555
59517,2,18.555578231811523
59717,2,18.547454833984375
60810,2,18.54660987854004
60792,2,18.54574966430664
241,0,18.49339485168457
8777,0,18.468185424804688
11202,0,18.466724395751953
1082,0,18.46506690979004
5924,0,18.46294593811035
9172,0,18.462936401367188
6871,0,18.44880485534668
4687,0,18.447507858276367
60510,2,18.071876525878906
59448,2,18.029815673828125
60875,2,18.02926254272461
60829,2,18.02906036376953
60733,2,18.02887725830078
60891,2,18.02862548828125
60214,2,18.028377532958984
59168,2,18.027748107910156
60643,2,18.027748107910156
60722,2,18.02679443359375
59429,2,18.026655197143555
5932,0,17.85380744934082
59385,2,17.204599380493164
59696,2,16.830707550048828
59335,2,16.83011817932129
59286,2,16.830106735229492
59559,2,16.83010482788086
60335,2,16.829710006713867
59261,2,16.82942008972168
7774,0,16.73114585876465
60892,2,16.198814392089844
6344,0,16.096982955932617
11648,0,16.080482482910156
1326,0,16.073163986206055
9203,0,16.066518783569336
3741,0,16.058008193969727
5082,0,16.049652099609375
8719,0,16.046794891357422
