sample_idx,closest_family,real_label,pred_label,min_distance,min_anomaly_score
0,1,0,0,2.658975601196289,0.007746352713715514
1,0,0,0,7.421279430389404,0.01953964236475593
2,1,0,0,2.681223154067993,0.008167318170669464
3,0,0,0,4.755194187164307,1.2469284627256703
4,0,0,0,7.697846412658691,0.12784872008309567
5,2,0,0,5.121738433837891,1.0015467651119174
6,1,0,0,2.653505563735962,0.0025568422125394064
7,1,0,0,3.1841347217559814,0.3669374167154182
8,1,0,0,5.551790237426758,0.3963074440737015
9,0,0,0,6.354459762573242,0.6933206293436445
10,0,0,0,7.464794635772705,0.037061311780427715
11,0,0,0,7.437310695648193,0.026127921364971822
12,0,0,0,7.627490997314453,0.1003814631633033
13,0,0,0,7.411304950714111,0.015727364359185203
14,1,0,0,5.561509132385254,0.3911817851493113
15,1,0,0,3.166759729385376,0.5891437716993331
16,0,0,0,7.479300498962402,0.0425969012793056
17,0,0,0,7.483634948730469,0.04428013576114049
18,0,0,0,7.699074745178223,0.12837620989123533
19,0,0,0,5.2828369140625,1.1621623391323417
20,1,0,0,5.594963073730469,0.3762971830885142
21,2,0,0,6.555886745452881,0.06725315378681243
22,0,0,0,5.233422756195068,1.349632293282335
23,0,0,0,6.954784393310547,0.28184258332483303
24,1,0,0,3.1221606731414795,0.4373432357178966
25,2,0,0,5.20665979385376,0.9335010327279674
26,1,0,0,2.6640889644622803,0.0070992163746092865
27,2,0,0,5.190796375274658,0.9427995321459332
28,0,0,0,7.458021640777588,0.03433111308460799
29,0,0,0,7.6208176612854,0.09790890239837667
30,0,0,0,7.385717868804932,0.005907351491011028
31,0,0,0,4.856246471405029,1.4493253860628745
32,2,0,0,15.8805570602417,2.621694958331377
33,2,0,0,19.698017120361328,4.149543996343496
34,0,0,0,7.672825336456299,0.11816687748304491
35,0,0,0,7.632523536682129,0.10265440224251572
36,0,0,0,5.230263710021973,1.3502702811363911
37,2,0,0,13.31194019317627,1.5936661780526284
38,2,0,0,10.492280960083008,0.4651635666412785
39,1,0,0,5.784374237060547,0.29651454045030506
40,1,0,0,2.7013463973999023,0.0005713102630089329
41,1,0,0,5.580661773681641,0.3846896909766288
42,0,0,0,7.45004940032959,0.030993270557704105
43,0,0,0,7.640713691711426,0.10605598630195168
44,2,0,0,5.939303874969482,0.3735728520470013
45,0,0,0,4.857336044311523,1.4493958070973185
46,1,0,0,2.6954355239868164,0.0025516128279809724
47,0,0,0,7.416100978851318,0.017639992020970836
48,1,0,0,2.586390972137451,0.046571591531275096
49,0,0,0,7.520741939544678,0.05909030908634627
50,1,0,0,1.7489351034164429,2.0017322560559676
51,1,0,0,2.666512966156006,0.01006133589042734
52,1,0,0,2.6213417053222656,0.017453724636843842
53,1,0,0,4.8931379318237305,0.5126444123401392
54,2,0,0,13.309428215026855,1.59266081759341
55,0,0,0,7.425907135009766,0.021633570792725595
56,1,0,0,3.182554244995117,0.37055941919520363
57,0,0,0,7.451004981994629,0.031248236687832383
58,1,0,0,1.472219467163086,2.201741834608539
59,0,0,0,6.957603454589844,0.2799103257304916
60,2,0,0,5.143065452575684,0.9834357722033854
61,0,0,0,7.410102844238281,0.015287280604637441
62,0,0,0,5.239713668823242,1.348233796424865
63,0,0,0,7.511141777038574,0.055423453379546316
64,0,0,0,4.862070560455322,1.4485536173276659
65,1,0,0,1.4757977724075317,2.2033198013990463
66,0,0,0,7.516537189483643,0.057427685638982824
67,2,0,0,5.118889331817627,1.0034567978218856
68,0,0,0,5.241117000579834,1.3482860873826907
69,0,0,0,5.2074809074401855,1.3303552507641783
70,0,0,0,7.410671234130859,0.015630034474181147
71,2,0,0,5.123395919799805,0.9999040846874994
72,0,0,0,7.4454121589660645,0.029079497838447838
73,0,0,0,7.822816848754883,0.1763083156120575
74,0,0,0,7.578132152557373,0.0813498446296862
75,0,0,0,5.3587446212768555,1.2873413577226496
76,0,0,0,5.238674640655518,1.3485673898346437
