sample_idx,real_label,pred_label,pred_prob
0,0,0,0.9999957084655762
1,0,0,0.9999990463256836
2,0,0,0.9999932050704956
3,0,0,0.9999700784683228
4,0,0,0.9999995231628418
5,0,0,0.9999938011169434
6,0,0,0.9999997615814209
7,0,0,0.9999204874038696
8,0,0,0.9999996423721313
9,0,0,1.0
10,0,0,0.999990701675415
11,0,0,1.0
12,0,0,0.9999991655349731
13,0,0,0.9999924898147583
14,0,0,0.9999994039535522
15,0,0,0.9998199343681335
16,0,0,1.0
17,0,0,1.0
18,0,0,1.0
19,0,0,0.9992468357086182
20,0,0,0.9999994039535522
21,0,0,0.9999425411224365
22,0,0,0.9999995231628418
23,0,0,1.0
24,0,0,0.9992627501487732
25,0,0,1.0
26,0,0,1.0
27,0,0,0.9999997615814209
28,0,0,0.9991751313209534
29,0,0,0.9999988079071045
30,0,0,0.9999995231628418
31,0,0,1.0
32,0,0,0.9999995231628418
33,0,0,0.9999886751174927
34,0,0,1.0
35,0,0,1.0
36,0,0,1.0
37,0,0,0.9999706745147705
38,0,0,0.9999995231628418
39,0,0,0.999830961227417
40,0,0,0.9999995231628418
41,0,0,0.9999990463256836
42,0,0,1.0
43,0,0,1.0
44,0,0,0.9999986886978149
45,0,0,0.9999994039535522
46,0,0,1.0
47,0,0,0.9999992847442627
48,0,0,1.0
49,0,0,0.9998495578765869
50,0,0,0.9999998807907104
51,0,0,0.9999994039535522
52,0,0,0.9999992847442627
53,0,0,0.9999710321426392
54,0,0,0.9999994039535522
55,0,0,0.9999951124191284
56,0,0,0.9999992847442627
57,0,0,0.9999990463256836
58,0,0,0.9999898672103882
59,0,0,0.9999997615814209
60,0,0,0.9999995231628418
61,0,0,0.9996132254600525
62,0,0,0.9999890327453613
63,0,0,0.9999405145645142
64,0,0,0.9999997615814209
65,0,0,0.9999960660934448
66,0,0,0.9990624785423279
67,0,0,1.0
68,0,0,0.9999994039535522
69,0,0,0.9999994039535522
70,0,0,1.0
71,0,0,1.0
72,0,0,0.9999706745147705
