sample_idx,closest_family,real_label,pred_label,min_distance,min_anomaly_score
19,0,0,0,0.06374666839838028,8.780810863784506
24,0,0,0,0.04668223485350609,5.5244813603898075
28,0,0,0,0.12936775386333466,21.30299036694646
48,0,0,0,0.03620949387550354,3.5260148387303123
66,0,0,0,0.2080817073583603,36.323624990434496
80,0,0,0,0.19575533270835876,33.971437810096276
114,0,0,0,0.29683640599250793,53.26028602820993
124,0,0,0,0.22304043173789978,39.17813174678732
137,0,0,0,0.03736459091305733,3.746436862312107
149,0,0,0,0.101634182035923,16.010716363460872
161,0,0,0,0.044217564165592194,5.054159229148589
165,0,0,0,0.04141884297132492,4.520091727436273
178,0,0,0,0.29724857211112976,53.33893785309113
181,0,0,0,0.06382116675376892,8.795027053173284
189,0,0,0,0.03899552300572395,4.057660370383245
192,0,0,0,0.03711320832371712,3.698466642292371
202,0,0,0,0.052234210073947906,6.58393971116994
206,0,0,0,0.10506099462509155,16.664639748927897
207,0,0,0,0.04901007562875748,5.968692493313969
232,0,0,0,0.03712780028581619,3.7012511614360775
240,0,0,0,0.045615263283252716,5.320875927276105
254,0,0,0,0.04089560732245445,4.420244998733368
267,0,0,0,0.3701944649219513,67.25887772186016
272,0,0,0,0.039773594588041306,4.206136305382683
289,0,0,0,0.22771993279457092,40.07110009380082
319,0,0,0,0.03707901015877724,3.6919407587745705
325,0,0,0,0.03696222975850105,3.6696560750582297
332,0,0,0,0.07232726365327835,10.4182076435619
352,0,0,0,0.04107078164815903,4.453672735188436
410,0,0,0,0.03787625953555107,3.844076306883991
413,0,0,0,0.2823925018310547,50.50402012138063
436,0,0,0,0.17110343277454376,29.267225530186952
439,0,0,0,0.05505238473415375,7.121719431153493
458,0,0,0,0.0435672365128994,4.930060099346199
466,0,0,0,0.6846011877059937,127.25571814284521
477,0,0,0,0.23928233981132507,42.27750273293028
478,0,0,0,0.03814413398504257,3.8951935951317553
481,0,0,0,0.04492422193288803,5.189007583860856
492,0,0,0,0.11415453255176544,18.399919094427837
494,0,0,0,0.04524225369095802,5.249696167934728
495,0,0,0,0.3133234977722168,56.40644432912495
500,0,0,0,0.18152476847171783,31.255882611033577
503,0,0,0,0.05769292637705803,7.625602944394589
514,0,0,0,0.08047068864107132,11.972181168156185
527,0,0,0,0.04491522163152695,5.187290096433949
541,0,0,0,0.037973642349243164,3.8626594355374575
545,0,0,0,0.05267544463276863,6.668139247921831
548,0,0,0,0.03855671361088753,3.9739243277548404
550,0,0,0,0.03760572150349617,3.792450739037618
580,0,0,0,0.03720754757523537,3.7164689815303644
584,0,0,0,0.038815807551145554,4.02336607052859
595,0,0,0,0.04434072971343994,5.077662362140476
609,0,0,0,0.28611889481544495,51.21511109952025
610,0,0,0,0.07970612496137619,11.826282886058221
624,0,0,0,0.04120660573244095,4.47959144031469
628,0,0,0,0.036514509469270706,3.584219606136298
659,0,0,0,0.2830715477466583,50.633599429400746
661,0,0,0,0.0375823900103569,3.787998494106029
662,0,0,0,0.22134138643741608,38.85391049860295
671,0,0,0,0.1277090460062027,20.986466533438644
694,0,0,0,0.2830972969532013,50.63851303581415
698,0,0,0,0.0394773930311203,4.149613481375729
709,0,0,0,0.17117168009281158,29.280248862000253
