sample_idx,real_label,pred_label,pred_prob
595,7,1,0.9999247789382935
596,7,1,0.8045422434806824
597,7,3,0.6846506595611572
598,7,1,0.5804100036621094
599,7,1,0.8729392290115356
600,7,1,0.9667323231697083
601,7,3,0.7828570008277893
602,7,1,0.9849423170089722
603,7,1,0.777326226234436
604,7,1,0.96479731798172
605,7,3,0.716526210308075
606,7,1,0.9018359184265137
607,7,1,0.9192584156990051
608,7,1,0.9327437877655029
609,7,1,0.8443068265914917
610,7,1,0.6826105713844299
611,7,1,0.9091632962226868
612,7,1,0.8575295805931091
613,7,1,0.801945686340332
614,7,1,0.6915953159332275
615,7,1,0.8484063148498535
616,7,1,0.9983957409858704
617,7,1,1.0
618,7,1,0.8064585328102112
619,7,1,0.6750584244728088
620,7,1,0.9305864572525024
621,7,1,0.777326226234436
622,7,1,0.9996628761291504
623,7,3,0.7974001169204712
624,7,1,0.777326226234436
625,7,1,0.9100508689880371
626,7,1,0.9933890104293823
627,7,1,0.8575295805931091
628,7,3,0.6362392902374268
629,7,1,0.801945686340332
630,7,1,0.8990710377693176
631,7,1,0.9792488813400269
632,7,1,0.8443068265914917
633,7,1,0.6425079107284546
634,7,1,0.9335654973983765
635,7,3,0.79505455493927
636,7,3,0.9895597696304321
637,7,3,0.8537779450416565
638,7,1,0.8098834753036499
639,7,1,0.94589763879776
640,7,1,0.5433990359306335
641,7,1,0.9999934434890747
642,7,1,0.4073237180709839
643,7,1,0.5966318845748901
644,7,1,0.9999995231628418
645,7,1,0.9993758797645569
646,7,1,0.9999085664749146
647,7,1,0.9920418858528137
648,7,1,0.777326226234436
649,7,1,0.9171504974365234
650,7,1,0.9995558857917786
651,7,1,0.906093180179596
652,7,1,0.9998419284820557
653,7,1,0.9992877840995789
654,7,3,0.5516705513000488
655,7,1,0.9949139356613159
656,7,1,0.8575295805931091
657,7,1,0.5600575804710388
658,7,1,0.9673603177070618
659,7,1,0.5137578248977661
660,7,1,0.8639070391654968
661,7,1,0.5137578248977661
662,7,1,0.8795148134231567
663,7,1,0.6425079107284546
664,7,1,0.801945686340332
665,7,1,0.7366077899932861
666,7,3,0.9633568525314331
667,7,1,0.9969015121459961
668,7,1,0.6826105713844299
669,7,1,0.6711847186088562
670,7,1,0.7304394245147705
671,7,1,0.9839684963226318
672,7,1,0.8214111328125
673,7,1,0.4872649312019348
674,7,1,0.9524706602096558
675,7,1,0.8277664184570312
676,7,1,0.9986009001731873
677,7,1,0.8064585328102112
678,7,3,0.8935334086418152
679,7,1,0.9932428002357483
680,7,1,0.9517093300819397
681,7,1,0.777326226234436
682,7,1,0.976380467414856
683,7,1,0.8842270374298096
684,7,1,0.777326226234436
685,7,1,0.6979753971099854
686,7,1,0.801945686340332
687,7,1,0.9990583062171936
688,7,1,0.998925507068634
689,7,1,0.9604042768478394
690,7,1,0.7214394211769104
691,7,1,0.9999663829803467
692,7,1,0.9966377019882202
693,7,1,0.9920418858528137
694,7,3,0.7828570008277893
695,7,1,0.9987149238586426
696,7,1,0.9999834299087524
697,7,1,0.777326226234436
698,7,1,0.801945686340332
699,7,1,0.9999803304672241
700,7,3,0.7122969031333923
701,7,1,0.993931770324707
702,7,1,0.9999988079071045
703,7,3,0.5344793200492859
704,7,1,0.6425079107284546
705,7,1,0.5806066989898682
706,7,3,0.685311496257782
707,7,3,0.7484315037727356
708,7,3,0.561253547668457
709,7,1,0.9910320043563843
710,7,3,0.725082278251648
711,7,1,0.9998480081558228
712,7,1,0.9715400338172913
713,7,3,0.6456372141838074
714,7,1,1.0
715,7,1,0.9203749895095825
716,7,1,0.7304394245147705
717,7,3,0.9034510254859924
718,7,1,0.86756432056427
719,7,1,0.5804100036621094
720,7,1,0.6425079107284546
721,7,1,0.9999371767044067
722,7,3,0.5111408829689026
723,7,3,0.7721918225288391
724,7,1,0.9899635910987854
725,7,1,0.7471120357513428
726,7,3,0.7721918225288391
727,7,1,0.979794979095459
728,7,1,0.8449615836143494
729,7,1,0.777326226234436
730,7,3,0.5968533158302307
731,7,1,0.9954512715339661
732,7,1,0.777326226234436
733,7,1,0.836814284324646
734,7,3,0.9879504442214966
735,7,1,0.8515481948852539
736,7,1,1.0
737,7,3,0.685311496257782
738,7,1,0.7836626768112183
739,7,1,0.9999996423721313
740,7,1,0.8143340945243835
741,7,3,0.9233274459838867
742,7,1,0.9999935626983643
743,7,1,0.9999723434448242
744,7,3,0.7274447679519653
745,7,1,0.7770164012908936
746,7,1,0.943764865398407
747,7,3,0.5430152416229248
748,7,3,0.8219001293182373
749,7,1,0.9617754220962524
750,7,1,0.9751235842704773
751,7,1,0.9335654973983765
752,7,3,0.9883811473846436
753,7,3,0.5968533158302307
754,7,3,0.8237693309783936
755,7,1,0.9792457818984985
756,7,1,0.8505106568336487
757,7,1,0.747643232345581
758,7,1,0.6602463722229004
759,7,1,0.9825034737586975
760,7,1,0.6425079107284546
761,7,1,0.7667288184165955
762,7,1,0.8604458570480347
763,7,1,0.7304394245147705
764,7,1,0.9999986886978149
765,7,1,0.6425079107284546
766,7,3,0.5242780447006226
767,7,3,0.7658142447471619
768,7,1,0.9934918284416199
769,7,1,0.8352186679840088
770,7,1,0.777326226234436
771,7,3,0.931469738483429
772,7,1,0.7849321961402893
773,7,3,0.5224502682685852
774,7,1,0.4846287667751312
775,7,3,0.5107101202011108
776,7,1,0.795422375202179
777,7,1,0.9999990463256836
778,7,1,0.9995587468147278
779,7,1,0.5600575804710388
780,7,1,0.912674069404602
781,7,1,0.777326226234436
782,7,3,0.7624561190605164
783,7,1,0.7685292959213257
784,7,3,0.7822020053863525
785,7,1,0.7861053943634033
786,7,1,0.8990710377693176
787,7,1,0.5793128609657288
788,7,1,0.49790629744529724
789,7,3,0.5146161913871765
