sample_idx,real,closest,TP,FP,precision,recall
368,2,0,0,1,0.0,0.0
30,1,1,0,2,0.0,0.0
41,1,1,0,3,0.0,0.0
55,1,1,0,4,0.0,0.0
56,1,1,0,5,0.0,0.0
57,1,1,0,6,0.0,0.0
66,1,1,0,7,0.0,0.0
85,1,1,0,8,0.0,0.0
168,1,1,0,9,0.0,0.0
206,1,1,0,10,0.0,0.0
274,1,1,0,11,0.0,0.0
391,1,1,0,12,0.0,0.0
213,2,1,0,13,0.0,0.0
271,1,1,0,14,0.0,0.0
176,1,1,0,15,0.0,0.0
115,2,1,0,16,0.0,0.0
212,2,1,0,17,0.0,0.0
392,2,1,0,18,0.0,0.0
423,2,1,0,19,0.0,0.0
341,1,1,0,20,0.0,0.0
410,2,0,0,21,0.0,0.0
414,2,0,0,22,0.0,0.0
199,1,1,0,23,0.0,0.0
40,1,1,0,24,0.0,0.0
231,2,0,0,25,0.0,0.0
158,2,0,0,26,0.0,0.0
149,2,1,0,27,0.0,0.0
121,2,0,0,28,0.0,0.0
175,1,1,0,29,0.0,0.0
466,6,3,0,30,0.0,0.0
22,2,0,0,31,0.0,0.0
312,2,2,0,32,0.0,0.0
156,2,0,0,33,0.0,0.0
419,2,2,0,34,0.0,0.0
243,6,6,0,35,0.0,0.0
412,2,1,0,36,0.0,0.0
401,2,2,0,37,0.0,0.0
157,2,2,0,38,0.0,0.0
377,1,1,0,39,0.0,0.0
100,1,1,0,40,0.0,0.0
380,2,1,0,41,0.0,0.0
358,2,1,0,42,0.0,0.0
367,2,1,0,43,0.0,0.0
476,1,1,0,44,0.0,0.0
347,2,2,0,45,0.0,0.0
141,2,1,0,46,0.0,0.0
430,1,1,0,47,0.0,0.0
254,2,1,0,48,0.0,0.0
54,2,2,0,49,0.0,0.0
379,2,2,0,50,0.0,0.0
227,2,0,0,51,0.0,0.0
139,2,2,0,52,0.0,0.0
249,2,2,0,53,0.0,0.0
170,2,1,0,54,0.0,0.0
195,1,1,0,55,0.0,0.0
47,1,1,0,56,0.0,0.0
49,1,1,0,57,0.0,0.0
72,2,2,0,58,0.0,0.0
203,1,1,0,59,0.0,0.0
204,1,1,0,60,0.0,0.0
205,1,1,0,61,0.0,0.0
232,1,1,0,62,0.0,0.0
233,1,1,0,63,0.0,0.0
281,1,1,0,64,0.0,0.0
378,2,1,0,65,0.0,0.0
171,2,2,0,66,0.0,0.0
435,1,1,0,67,0.0,0.0
257,2,2,0,68,0.0,0.0
135,1,1,0,69,0.0,0.0
292,1,1,0,70,0.0,0.0
399,2,2,0,71,0.0,0.0
163,2,2,0,72,0.0,0.0
247,1,1,0,73,0.0,0.0
350,2,1,0,74,0.0,0.0
361,2,1,0,75,0.0,0.0
403,2,2,0,76,0.0,0.0
422,1,1,0,77,0.0,0.0
128,1,1,0,78,0.0,0.0
68,2,2,0,79,0.0,0.0
394,2,4,0,80,0.0,0.0
335,2,2,0,81,0.0,0.0
319,1,1,0,82,0.0,0.0
390,1,1,0,83,0.0,0.0
440,1,1,0,84,0.0,0.0
474,1,1,0,85,0.0,0.0
352,2,1,0,86,0.0,0.0
250,2,5,0,87,0.0,0.0
415,2,2,0,88,0.0,0.0
293,1,1,0,89,0.0,0.0
144,2,5,0,90,0.0,0.0
628,7,3,1,90,0.01098901098901099,0.001081081081081081
148,2,0,1,91,0.010869565217391304,0.001081081081081081
28,1,1,1,92,0.010752688172043012,0.001081081081081081
78,1,1,1,93,0.010638297872340425,0.001081081081081081
114,1,1,1,94,0.010526315789473684,0.001081081081081081
269,1,1,1,95,0.010416666666666666,0.001081081081081081
404,2,2,1,96,0.010309278350515464,0.001081081081081081
653,7,3,2,96,0.02040816326530612,0.002162162162162162
88,2,5,2,97,0.020202020202020204,0.002162162162162162
218,2,0,2,98,0.02,0.002162162162162162
13,1,1,2,99,0.019801980198019802,0.002162162162162162
159,2,2,2,100,0.0196078431372549,0.002162162162162162
477,1,1,2,101,0.019417475728155338,0.002162162162162162
279,1,1,2,102,0.019230769230769232,0.002162162162162162
307,1,1,2,103,0.01904761904761905,0.002162162162162162
428,1,1,2,104,0.018867924528301886,0.002162162162162162
165,2,2,2,105,0.018691588785046728,0.002162162162162162
437,1,1,2,106,0.018518518518518517,0.002162162162162162
207,1,1,2,107,0.01834862385321101,0.002162162162162162
