sample_idx,real,closest,TP,FP,precision,recall
39130,3,0,1,0,1.0,2.2995377929036264e-05
47359,3,1,2,0,1.0,4.599075585807253e-05
20505,3,1,3,0,1.0,6.898613378710879e-05
52631,3,1,4,0,1.0,9.198151171614506e-05
54364,3,1,5,0,1.0,0.00011497688964518131
25489,3,0,6,0,1.0,0.00013797226757421757
32198,3,1,7,0,1.0,0.00016096764550325385
39200,3,1,8,0,1.0,0.0001839630234322901
27961,3,0,9,0,1.0,0.00020695840136132637
27436,3,1,10,0,1.0,0.00022995377929036263
38939,3,1,11,0,1.0,0.0002529491572193989
43969,3,1,12,0,1.0,0.00027594453514843514
18472,3,0,13,0,1.0,0.00029893991307747145
56898,3,0,14,0,1.0,0.0003219352910065077
24831,3,1,15,0,1.0,0.00034493066893554397
29861,3,0,16,0,1.0,0.0003679260468645802
31720,3,1,17,0,1.0,0.0003909214247936165
37150,3,1,18,0,1.0,0.00041391680272265274
25875,3,0,19,0,1.0,0.000436912180651689
51467,3,0,20,0,1.0,0.00045990755858072525
55751,3,0,21,0,1.0,0.00048290293650976156
22943,3,0,22,0,1.0,0.0005058983144387978
24091,3,0,23,0,1.0,0.0005288936923678341
26534,3,0,24,0,1.0,0.0005518890702968703
54946,3,0,25,0,1.0,0.0005748844482259066
33832,3,0,26,0,1.0,0.0005978798261549429
47940,3,0,27,0,1.0,0.0006208752040839791
42535,3,0,28,0,1.0,0.0006438705820130154
21677,3,0,29,0,1.0,0.0006668659599420516
28624,3,0,30,0,1.0,0.0006898613378710879
54809,3,0,31,0,1.0,0.0007128567158001241
21644,3,0,32,0,1.0,0.0007358520937291604
37047,3,0,33,0,1.0,0.0007588474716581967
58002,3,0,34,0,1.0,0.000781842849587233
46191,3,0,35,0,1.0,0.0008048382275162693
37665,3,0,36,0,1.0,0.0008278336054453055
44497,3,0,37,0,1.0,0.0008508289833743418
39734,3,0,38,0,1.0,0.000873824361303378
54307,3,0,39,0,1.0,0.0008968197392324143
34787,3,0,40,0,1.0,0.0009198151171614505
32650,3,0,41,0,1.0,0.0009428104950904868
40946,3,0,42,0,1.0,0.0009658058730195231
53264,3,0,43,0,1.0,0.0009888012509485593
47715,3,0,44,0,1.0,0.0010117966288775955
24932,3,0,45,0,1.0,0.001034792006806632
54994,3,0,46,0,1.0,0.0010577873847356682
20644,3,0,47,0,1.0,0.0010807827626647044
57644,3,0,48,0,1.0,0.0011037781405937406
25675,3,0,49,0,1.0,0.001126773518522777
20118,3,0,50,0,1.0,0.0011497688964518132
39252,3,0,51,0,1.0,0.0011727642743808494
20203,3,0,52,0,1.0,0.0011957596523098858
47829,3,0,53,0,1.0,0.001218755030238922
52708,3,0,54,0,1.0,0.0012417504081679582
48505,3,0,55,0,1.0,0.0012647457860969944
32667,3,0,56,0,1.0,0.0012877411640260308
25701,3,0,57,0,1.0,0.001310736541955067
25071,3,0,58,0,1.0,0.0013337319198841032
43869,3,0,59,0,1.0,0.0013567272978131397
33176,3,0,60,0,1.0,0.0013797226757421759
44602,3,0,61,0,1.0,0.001402718053671212
50241,3,0,62,0,1.0,0.0014257134316002483
50133,3,0,63,0,1.0,0.0014487088095292847
23060,3,0,64,0,1.0,0.001471704187458321
28888,3,0,65,0,1.0,0.001494699565387357
52290,3,0,66,0,1.0,0.0015176949433163933
45558,3,0,67,0,1.0,0.0015406903212454297
36692,3,0,68,0,1.0,0.001563685699174466
39504,3,0,69,0,1.0,0.0015866810771035021
19245,3,0,70,0,1.0,0.0016096764550325385
16243,3,0,71,0,1.0,0.0016326718329615748
42070,3,1,72,0,1.0,0.001655667210890611
42137,3,1,73,0,1.0,0.0016786625888196472
56741,3,1,74,0,1.0,0.0017016579667486836
19694,3,1,75,0,1.0,0.0017246533446777198
32102,3,1,76,0,1.0,0.001747648722606756
45547,3,1,77,0,1.0,0.0017706441005357924
21921,3,1,78,0,1.0,0.0017936394784648286
28309,3,1,79,0,1.0,0.0018166348563938648
39598,3,1,80,0,1.0,0.001839630234322901
47377,3,1,81,0,1.0,0.0018626256122519374
29694,3,1,82,0,1.0,0.0018856209901809736
46134,3,1,83,0,1.0,0.0019086163681100098
43848,3,1,84,0,1.0,0.0019316117460390463
23449,3,1,85,0,1.0,0.0019546071239680825
44699,3,1,86,0,1.0,0.0019776025018971187
51339,3,1,87,0,1.0,0.002000597879826155
52684,3,1,88,0,1.0,0.002023593257755191
34269,3,1,89,0,1.0,0.0020465886356842273
26506,3,1,90,0,1.0,0.002069584013613264
18840,3,1,91,0,1.0,0.0020925793915423
36645,3,1,92,0,1.0,0.0021155747694713363
30696,3,1,93,0,1.0,0.0021385701474003725
28877,3,1,94,0,1.0,0.0021615655253294087
48919,3,1,95,0,1.0,0.002184560903258445
36598,3,1,96,0,1.0,0.002207556281187481
31687,3,1,97,0,1.0,0.0022305516591165178
27575,3,1,98,0,1.0,0.002253547037045554
35907,3,1,99,0,1.0,0.00227654241497459
20190,3,1,100,0,1.0,0.0022995377929036264
22617,3,1,101,0,1.0,0.0023225331708326626
42001,3,1,102,0,1.0,0.0023455285487616988
44652,3,1,103,0,1.0,0.002368523926690735
43410,3,1,104,0,1.0,0.0023915193046197716
57733,3,1,105,0,1.0,0.002414514682548808
29633,3,1,106,0,1.0,0.002437510060477844
39753,3,1,107,0,1.0,0.0024605054384068802
48518,3,1,108,0,1.0,0.0024835008163359164
33942,3,1,109,0,1.0,0.0025064961942649526
16099,3,1,110,0,1.0,0.002529491572193989
49165,3,1,111,0,1.0,0.0025524869501230255
27621,3,1,112,0,1.0,0.0025754823280520617
27671,3,1,113,0,1.0,0.002598477705981098
53820,3,1,114,0,1.0,0.002621473083910134
18476,3,1,115,0,1.0,0.0026444684618391703
36990,3,1,116,0,1.0,0.0026674638397682065
24247,3,1,117,0,1.0,0.0026904592176972427
50736,3,1,118,0,1.0,0.0027134545956262793
46787,3,1,119,0,1.0,0.0027364499735553155
22347,3,1,120,0,1.0,0.0027594453514843517
23149,3,1,121,0,1.0,0.002782440729413388
57941,3,1,122,0,1.0,0.002805436107342424
57860,3,1,123,0,1.0,0.0028284314852714603
30571,3,1,124,0,1.0,0.0028514268632004965
30848,3,1,125,0,1.0,0.0028744222411295327
50508,3,1,126,0,1.0,0.0028974176190585694
19024,3,1,127,0,1.0,0.0029204129969876056
55134,3,1,128,0,1.0,0.002943408374916642
54513,3,1,129,0,1.0,0.002966403752845678
16012,3,1,130,0,1.0,0.002989399130774714
51444,3,1,131,0,1.0,0.0030123945087037504
55631,3,1,132,0,1.0,0.0030353898866327866
29197,3,1,133,0,1.0,0.0030583852645618232
29225,3,1,134,0,1.0,0.0030813806424908594
54297,3,1,135,0,1.0,0.0031043760204198956
48158,3,1,136,0,1.0,0.003127371398348932
46639,3,1,137,0,1.0,0.003150366776277968
27057,3,1,138,0,1.0,0.0031733621542070043
51494,3,1,139,0,1.0,0.0031963575321360405
54930,3,1,140,0,1.0,0.003219352910065077
24344,3,1,141,0,1.0,0.0032423482879941133
49238,3,1,142,0,1.0,0.0032653436659231495
19377,3,1,143,0,1.0,0.0032883390438521857
22544,3,1,144,0,1.0,0.003311334421781222
30435,3,1,145,0,1.0,0.003334329799710258
25722,3,1,146,0,1.0,0.0033573251776392943
58574,3,1,147,0,1.0,0.003380320555568331
52369,3,1,148,0,1.0,0.003403315933497367
18904,3,1,149,0,1.0,0.0034263113114264034
50204,3,1,150,0,1.0,0.0034493066893554396
40796,3,1,151,0,1.0,0.0034723020672844758
40905,3,1,152,0,1.0,0.003495297445213512
49522,3,1,153,0,1.0,0.003518292823142548
36757,3,1,154,0,1.0,0.003541288201071585
39012,3,1,155,0,1.0,0.003564283579000621
43377,3,1,156,0,1.0,0.003587278956929657
44532,3,1,157,0,1.0,0.0036102743348586934
22134,3,1,158,0,1.0,0.0036332697127877296
27185,3,1,159,0,1.0,0.003656265090716766
23203,3,1,160,0,1.0,0.003679260468645802
51289,3,1,161,0,1.0,0.0037022558465748387
24268,3,1,162,0,1.0,0.003725251224503875
30596,3,1,163,0,1.0,0.003748246602432911
49500,3,1,164,0,1.0,0.0037712419803619473
19654,3,1,165,0,1.0,0.0037942373582909835
38830,3,1,166,0,1.0,0.0038172327362200197
38905,3,1,167,0,1.0,0.003840228114149056
57438,3,1,168,0,1.0,0.0038632234920780925
32902,3,1,169,0,1.0,0.0038862188700071287
54258,3,1,170,0,1.0,0.003909214247936165
36319,3,1,171,0,1.0,0.003932209625865201
49728,3,1,172,0,1.0,0.003955205003794237
42516,3,1,173,0,1.0,0.003978200381723274
32400,3,1,174,0,1.0,0.00400119575965231
56564,3,1,175,0,1.0,0.004024191137581346
48249,3,1,176,0,1.0,0.004047186515510382
15638,3,1,177,0,1.0,0.004070181893439419
34640,3,1,178,0,1.0,0.0040931772713684545
18483,3,1,179,0,1.0,0.004116172649297491
19004,3,1,180,0,1.0,0.004139168027226528
28565,3,1,181,0,1.0,0.004162163405155564
36623,3,1,182,0,1.0,0.0041851587830846
55372,3,1,183,0,1.0,0.004208154161013636
53496,3,1,184,0,1.0,0.004231149538942673
20483,3,1,185,0,1.0,0.004254144916871708
42444,3,1,186,0,1.0,0.004277140294800745
31641,3,1,187,0,1.0,0.004300135672729782
48420,3,1,188,0,1.0,0.0043231310506588174
15667,3,1,189,0,1.0,0.004346126428587854
48465,3,1,190,0,1.0,0.00436912180651689
29959,3,1,191,0,1.0,0.0043921171844459265
48801,3,1,192,0,1.0,0.004415112562374962
27367,3,1,193,0,1.0,0.004438107940303999
40025,3,1,194,0,1.0,0.0044611033182330355
49664,3,1,195,0,1.0,0.004484098696162071
29738,3,1,196,0,1.0,0.004507094074091108
28514,3,1,197,0,1.0,0.004530089452020144
57966,3,1,198,0,1.0,0.00455308482994918
24064,3,1,199,0,1.0,0.004576080207878216
26285,3,1,200,0,1.0,0.004599075585807253
16150,3,1,201,0,1.0,0.004622070963736289
39100,3,1,202,0,1.0,0.004645066341665325
34364,3,1,203,0,1.0,0.004668061719594362
57397,3,1,204,0,1.0,0.0046910570975233976
27591,3,1,205,0,1.0,0.004714052475452434
35385,3,1,206,0,1.0,0.00473704785338147
43471,3,1,207,0,1.0,0.004760043231310507
45277,3,1,208,0,1.0,0.004783038609239543
46799,3,1,209,0,1.0,0.004806033987168579
50154,3,1,210,0,1.0,0.004829029365097616
18644,3,1,211,0,1.0,0.004852024743026651
24884,3,1,212,0,1.0,0.004875020120955688
40407,3,1,213,0,1.0,0.004898015498884724
26112,3,1,214,0,1.0,0.0049210108768137605
44628,3,1,215,0,1.0,0.004944006254742797
40812,3,1,216,0,1.0,0.004967001632671833
