sample_idx,real_label,min_dis
682,7,6.3349528312683105
773,7,6.3349528312683105
684,7,6.2233123779296875
768,7,6.163586616516113
722,7,6.157402038574219
597,7,6.1325459480285645
606,7,6.1325459480285645
610,7,6.1325459480285645
615,7,6.1325459480285645
616,7,6.1325459480285645
619,7,6.1325459480285645
639,7,6.1325459480285645
646,7,6.1325459480285645
653,7,6.1325459480285645
660,7,6.1325459480285645
695,7,6.1325459480285645
700,7,6.1325459480285645
702,7,6.1325459480285645
704,7,6.1325459480285645
728,7,6.1325459480285645
741,7,6.1325459480285645
747,7,6.1325459480285645
762,7,6.1325459480285645
777,7,6.1325459480285645
780,7,6.1325459480285645
794,7,6.1325459480285645
795,7,6.1325459480285645
796,7,6.1325459480285645
804,7,6.1325459480285645
828,7,6.1325459480285645
846,7,6.1325459480285645
847,7,6.1325459480285645
851,7,6.1325459480285645
852,7,6.1325459480285645
857,7,6.1325459480285645
859,7,6.1325459480285645
864,7,6.1325459480285645
865,7,6.1325459480285645
874,7,6.1325459480285645
879,7,6.1325459480285645
881,7,6.1325459480285645
884,7,6.1325459480285645
894,7,6.1325459480285645
897,7,6.1325459480285645
905,7,6.1325459480285645
914,7,6.1325459480285645
598,7,6.091152191162109
788,7,6.090684413909912
850,7,6.04991340637207
612,7,5.933230876922607
601,7,5.877505302429199
765,7,5.877314567565918
841,7,5.821832656860352
701,7,5.752201557159424
814,7,5.710205554962158
627,7,5.670379161834717
626,7,5.624278545379639
614,7,5.61006498336792
624,7,5.61006498336792
625,7,5.61006498336792
628,7,5.61006498336792
652,7,5.61006498336792
669,7,5.61006498336792
670,7,5.61006498336792
690,7,5.61006498336792
693,7,5.61006498336792
711,7,5.61006498336792
737,7,5.61006498336792
739,7,5.61006498336792
790,7,5.61006498336792
840,7,5.61006498336792
843,7,5.61006498336792
855,7,5.61006498336792
870,7,5.61006498336792
873,7,5.61006498336792
888,7,5.61006498336792
647,7,5.525730609893799
636,7,5.525064945220947
908,7,5.429026126861572
887,7,5.396789073944092
907,7,5.332074165344238
600,7,5.31264066696167
603,7,5.31264066696167
604,7,5.31264066696167
607,7,5.31264066696167
609,7,5.31264066696167
611,7,5.31264066696167
618,7,5.31264066696167
620,7,5.31264066696167
622,7,5.31264066696167
623,7,5.31264066696167
630,7,5.31264066696167
632,7,5.31264066696167
633,7,5.31264066696167
635,7,5.31264066696167
638,7,5.31264066696167
640,7,5.31264066696167
642,7,5.31264066696167
644,7,5.31264066696167
645,7,5.31264066696167
649,7,5.31264066696167
655,7,5.31264066696167
657,7,5.31264066696167
659,7,5.31264066696167
663,7,5.31264066696167
664,7,5.31264066696167
665,7,5.31264066696167
666,7,5.31264066696167
671,7,5.31264066696167
672,7,5.31264066696167
674,7,5.31264066696167
675,7,5.31264066696167
676,7,5.31264066696167
681,7,5.31264066696167
683,7,5.31264066696167
685,7,5.31264066696167
686,7,5.31264066696167
687,7,5.31264066696167
688,7,5.31264066696167
689,7,5.31264066696167
692,7,5.31264066696167
694,7,5.31264066696167
696,7,5.31264066696167
703,7,5.31264066696167
705,7,5.31264066696167
706,7,5.31264066696167
707,7,5.31264066696167
708,7,5.31264066696167
709,7,5.31264066696167
710,7,5.31264066696167
716,7,5.31264066696167
717,7,5.31264066696167
718,7,5.31264066696167
721,7,5.31264066696167
724,7,5.31264066696167
729,7,5.31264066696167
732,7,5.31264066696167
733,7,5.31264066696167
734,7,5.31264066696167
735,7,5.31264066696167
738,7,5.31264066696167
740,7,5.31264066696167
743,7,5.31264066696167
748,7,5.31264066696167
751,7,5.31264066696167
752,7,5.31264066696167
753,7,5.31264066696167
754,7,5.31264066696167
755,7,5.31264066696167
756,7,5.31264066696167
757,7,5.31264066696167
758,7,5.31264066696167
759,7,5.31264066696167
760,7,5.31264066696167
761,7,5.31264066696167
763,7,5.31264066696167
767,7,5.31264066696167
771,7,5.31264066696167
772,7,5.31264066696167
775,7,5.31264066696167
778,7,5.31264066696167
779,7,5.31264066696167
781,7,5.31264066696167
787,7,5.31264066696167
789,7,5.31264066696167
791,7,5.31264066696167
792,7,5.31264066696167
793,7,5.31264066696167
798,7,5.31264066696167
801,7,5.31264066696167
803,7,5.31264066696167
805,7,5.31264066696167
806,7,5.31264066696167
807,7,5.31264066696167
808,7,5.31264066696167
811,7,5.31264066696167
813,7,5.31264066696167
816,7,5.31264066696167
817,7,5.31264066696167
818,7,5.31264066696167
821,7,5.31264066696167
822,7,5.31264066696167
831,7,5.31264066696167
832,7,5.31264066696167
834,7,5.31264066696167
835,7,5.31264066696167
836,7,5.31264066696167
