sample_idx,closest_family,real_label,pred_label,min_distance,min_anomaly_score
0,2,2,2,0.1663397252559662,4.274291284424179
3,3,3,3,0.26685830950737,6.177052820048424
4,3,3,3,0.32083985209465027,7.938169400915271
5,3,3,3,0.24607740342617035,5.499087787725303
9,3,3,3,1.3856875896453857,42.67820998838731
10,3,3,3,0.6780349612236023,19.591452595476756
11,3,3,3,0.9224045872688293,27.563870197153207
12,3,3,3,0.44239017367362976,11.903678771808284
13,3,3,3,0.49397605657577515,13.58663736983965
14,0,0,0,0.8323023319244385,87.19720266247555
15,3,3,3,0.24607740342617035,5.499087787725303
17,3,3,3,0.36719346046447754,9.45042855705996
18,3,3,3,0.36198922991752625,9.28064452010498
19,3,3,3,0.33681628108024597,8.45939163510326
20,3,3,3,0.42133837938308716,11.216875196169585
21,3,3,3,0.4130401909351349,10.946152573564765
22,2,2,2,0.17005212604999542,4.4111383124526995
23,0,0,0,0.4462219476699829,45.535688337631626
24,2,2,2,0.20794391632080078,5.807910690472747
25,2,2,2,0.27749335765838623,8.371651750813001
26,0,0,0,0.4462219476699829,45.535688337631626
27,0,0,0,0.4462219476699829,45.535688337631626
28,0,0,0,0.4462219476699829,45.535688337631626
29,0,0,0,0.4462219476699829,45.535688337631626
30,0,0,0,0.4462219476699829,45.535688337631626
31,0,0,0,0.4462219476699829,45.535688337631626
32,0,0,0,0.4462219476699829,45.535688337631626
33,0,0,0,0.4462219476699829,45.535688337631626
34,0,0,0,0.4462219476699829,45.535688337631626
35,0,0,0,0.4462219476699829,45.535688337631626
36,0,0,0,0.4462219476699829,45.535688337631626
37,0,0,0,0.4462219476699829,45.535688337631626
38,0,0,0,0.4462219476699829,45.535688337631626
39,0,0,0,0.4462219476699829,45.535688337631626
40,0,0,0,0.4462219476699829,45.535688337631626
41,0,0,0,0.4462219476699829,45.535688337631626
42,0,0,0,0.4462219476699829,45.535688337631626
43,0,0,0,0.4462219476699829,45.535688337631626
44,0,0,0,0.4462219476699829,45.535688337631626
45,0,0,0,0.4462219476699829,45.535688337631626
46,0,0,0,0.4462219476699829,45.535688337631626
47,0,0,0,0.4462219476699829,45.535688337631626
48,0,0,0,0.4462219476699829,45.535688337631626
49,0,0,0,0.4462219476699829,45.535688337631626
50,0,0,0,0.4462219476699829,45.535688337631626
51,0,0,0,0.4462219476699829,45.535688337631626
52,0,0,0,0.4462219476699829,45.535688337631626
53,0,0,0,0.4462219476699829,45.535688337631626
54,0,0,0,0.4462219476699829,45.535688337631626
55,0,0,0,0.4462219476699829,45.535688337631626
56,0,0,0,0.4462219476699829,45.535688337631626
57,0,0,0,0.4462219476699829,45.535688337631626
58,0,0,0,0.4462219476699829,45.535688337631626
59,0,0,0,0.4462219476699829,45.535688337631626
60,0,0,0,0.4462219476699829,45.535688337631626
61,0,0,0,0.4462219476699829,45.535688337631626
62,0,0,0,0.4462219476699829,45.535688337631626
63,0,0,0,0.4462219476699829,45.535688337631626
64,0,0,0,0.4462219476699829,45.535688337631626
65,0,0,0,0.4462219476699829,45.535688337631626
66,0,0,0,0.4462219476699829,45.535688337631626
67,0,0,0,0.4462219476699829,45.535688337631626
68,0,0,0,0.4462219476699829,45.535688337631626
69,0,0,0,0.4462219476699829,45.535688337631626
70,0,0,0,0.4462219476699829,45.535688337631626
71,0,0,0,0.4462219476699829,45.535688337631626
72,0,0,0,0.4462219476699829,45.535688337631626
73,0,0,0,0.4462219476699829,45.535688337631626
74,0,0,0,0.4462219476699829,45.535688337631626
75,0,0,0,0.4462219476699829,45.535688337631626
76,0,0,0,0.4462219476699829,45.535688337631626
77,0,0,0,0.4462219476699829,45.535688337631626
78,0,0,0,0.4462219476699829,45.535688337631626
79,0,0,0,0.4462219476699829,45.535688337631626
80,0,0,0,0.4462219476699829,45.535688337631626
81,0,0,0,0.4462219476699829,45.535688337631626
82,0,0,0,0.4462219476699829,45.535688337631626
83,0,0,0,0.4462219476699829,45.535688337631626
84,2,2,2,0.31163716316223145,9.630264850217657
85,0,0,0,0.8323023319244385,87.19720266247555
86,3,3,3,0.3163454532623291,7.791542240495915
87,3,3,3,0.45487040281295776,12.31083805128584
88,3,3,3,0.32396242022514343,8.040041378741886
90,0,0,0,0.4462219476699829,45.535688337631626
91,0,0,0,0.4462219476699829,45.535688337631626
95,3,3,3,0.22559833526611328,4.830970042867135
97,0,0,0,0.4462219476699829,45.535688337631626
98,0,0,0,0.8323023319244385,87.19720266247555
100,0,0,0,0.4462219476699829,45.535688337631626
101,2,2,2,0.24801263213157654,7.284929196783539
103,3,3,3,1.3856875896453857,42.67820998838731
104,3,3,3,0.5887182950973511,16.677548062119584
105,0,0,0,0.4462219476699829,45.535688337631626
106,0,0,0,0.4462219476699829,45.535688337631626
108,0,0,0,0.4462219476699829,45.535688337631626
109,0,0,0,0.4462219476699829,45.535688337631626
110,0,0,0,0.4462219476699829,45.535688337631626
111,2,2,2,0.2286534160375595,6.571307113820674
114,0,0,0,0.4462219476699829,45.535688337631626
115,0,0,0,0.4462219476699829,45.535688337631626
116,0,0,0,0.4462219476699829,45.535688337631626
117,0,0,0,0.4462219476699829,45.535688337631626
118,0,0,0,0.4462219476699829,45.535688337631626
119,0,0,0,0.4462219476699829,45.535688337631626
120,0,0,0,0.4462219476699829,45.535688337631626
121,0,0,0,0.4462219476699829,45.535688337631626
122,0,0,0,0.4462219476699829,45.535688337631626
123,0,0,0,0.4462219476699829,45.535688337631626
124,0,0,0,0.06398533284664154,4.28895179521109
