sample_idx,real_label,pred_label,closest_label,is_drift,pred_prob,min_distance,min_anomaly_score
0,2,2,2,Y,0.9999674558639526,8.534439086914062,0.48337362588029337
1,2,2,2,Y,0.999496340751648,7.188751220703125,0.4681547231021198
2,2,2,2,Y,0.9974156618118286,9.5689058303833,0.7673484728864134
3,2,2,2,Y,0.999302864074707,6.560947418212891,0.2515718946937439
4,2,2,2,Y,0.9999994039535522,10.939926147460938,0.3547951023115414
5,2,2,2,Y,0.9998182654380798,8.167853355407715,0.521232635218707
6,2,2,2,Y,0.999866247177124,8.94003677368164,0.7220511842086593
7,2,2,2,Y,0.9999946355819702,9.048624992370605,1.022148272620446
8,2,2,2,Y,0.9993184804916382,5.320048809051514,0.3092941501503454
9,2,2,2,Y,0.9999963045120239,9.227127075195312,1.0022589966893407
10,2,2,4,Y,0.9999648332595825,10.283716201782227,0.16754826201624742
11,2,2,3,Y,0.9999103546142578,10.895187377929688,0.03081695396168925
12,2,2,2,Y,0.9999899864196777,8.092109680175781,0.8717842470819911
13,2,2,2,Y,0.9999946355819702,9.048624992370605,1.022148272620446
14,2,2,2,Y,0.9999617338180542,4.90548038482666,0.2778066142986563
15,2,2,2,Y,0.999981164932251,8.778409004211426,1.1730503864515343
16,2,2,2,Y,0.9999074935913086,10.71613597869873,0.2365755988756419
17,2,2,2,Y,0.9999856948852539,12.57801628112793,0.33318398237448776
18,2,2,2,Y,0.9862528443336487,6.195549488067627,0.17959488072943772
19,0,0,0,Y,1.0,4.257563591003418,1.2583100186289258
20,2,2,2,Y,0.9999899864196777,8.092109680175781,0.8717842470819911
21,2,2,2,Y,0.999995231628418,26.656816482543945,3.087929200728036
22,2,2,2,Y,0.9998706579208374,3.8578150272369385,0.34633894694069567
23,2,2,2,Y,0.9997840523719788,8.661867141723633,0.6747943712144664
24,2,2,2,Y,0.9999449253082275,8.501462936401367,0.7009591226822562
25,2,2,2,Y,0.9999936819076538,4.198344707489014,0.6200028644538862
26,2,2,2,Y,0.999923586845398,7.9613752365112305,0.6076093416890432
27,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
28,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
29,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
30,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
31,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
32,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
33,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
34,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
35,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
36,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
37,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
38,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
39,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
40,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
41,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
42,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
43,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
44,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
45,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
46,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
47,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
48,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
49,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
50,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
51,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
52,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
53,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
54,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
55,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
56,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
57,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
58,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
59,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
60,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
61,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
62,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
63,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
64,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
65,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
66,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
67,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
68,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
69,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
70,0,0,0,Y,1.0,6.8421173095703125,0.33824230894112006
