sample_idx,real_label,min_dis
34965,2,17.366586685180664
34520,2,17.06475830078125
34398,2,17.064653396606445
33984,2,17.006772994995117
34114,2,16.994688034057617
35064,2,16.952116012573242
34032,2,16.77658462524414
34257,2,16.542131423950195
34735,2,16.43805694580078
34430,2,16.192644119262695
35151,2,16.14596939086914
34668,2,16.097570419311523
33748,2,16.002538681030273
35219,2,15.992341995239258
35069,2,15.979776382446289
34410,2,15.848956108093262
9717,0,15.640070915222168
35385,2,15.34525203704834
34055,2,15.338988304138184
33980,2,15.27450180053711
10640,0,15.215510368347168
12221,0,15.206920623779297
3494,0,15.20677375793457
448,0,15.203569412231445
13139,0,15.195500373840332
11947,0,15.192583084106445
34517,2,15.124667167663574
34933,2,15.067235946655273
34216,2,14.910297393798828
34367,2,14.904614448547363
7427,0,14.894001007080078
13099,0,14.820064544677734
33875,2,14.687564849853516
35082,2,14.502368927001953
35506,2,14.292743682861328
33954,2,14.254456520080566
2091,0,14.23293399810791
34996,2,14.212834358215332
34683,2,14.139591217041016
34622,2,14.127820014953613
34743,2,14.093117713928223
34174,2,14.086644172668457
2338,0,14.0597562789917
33913,2,14.049453735351562
34466,2,14.035331726074219
5090,0,14.02784538269043
4252,0,14.027778625488281
35139,2,14.015331268310547
34554,2,13.997858047485352
35411,2,13.992539405822754
35377,2,13.972111701965332
9288,0,13.95737361907959
2237,0,13.93818473815918
33929,2,13.923025131225586
7026,0,13.912002563476562
34870,2,13.88833999633789
33790,2,13.88651180267334
34754,2,13.886510848999023
34445,2,13.8855619430542
34073,2,13.885406494140625
34527,2,13.885222434997559
33885,2,13.88514232635498
35264,2,13.885061264038086
33893,2,13.884973526000977
3700,0,13.882280349731445
4649,0,13.839213371276855
34286,2,13.793048858642578
34802,2,13.792337417602539
33686,2,13.791216850280762
2534,0,13.767072677612305
12098,0,13.740035057067871
34958,2,13.732725143432617
34497,2,13.731291770935059
34777,2,13.729528427124023
35207,2,13.728353500366211
1102,0,13.725991249084473
1698,0,13.717768669128418
33754,2,13.711418151855469
11007,0,13.704133033752441
35458,2,13.696578979492188
9805,0,13.695382118225098
33879,2,13.694380760192871
34348,2,13.693918228149414
34301,2,13.693735122680664
33968,2,13.69302749633789
34567,2,13.691960334777832
35335,2,13.691804885864258
34408,2,13.691619873046875
33779,2,13.691296577453613
35414,2,13.691100120544434
34268,2,13.690816879272461
34888,2,13.676714897155762
35355,2,13.670395851135254
34376,2,13.656538963317871
34086,2,13.65160083770752
34521,2,13.64132308959961
35145,2,13.637557029724121
35214,2,13.636195182800293
35183,2,13.616286277770996
12251,0,13.587506294250488
4907,0,13.547085762023926
34393,2,13.534782409667969
33694,2,13.509286880493164
2557,0,13.487549781799316
34964,2,13.476730346679688
12469,0,13.470346450805664
34688,2,13.469260215759277
7773,0,13.448026657104492
35300,2,13.442293167114258
11669,0,13.42247486114502
4334,0,13.414443969726562
33882,2,13.41386890411377
34715,2,13.406455039978027
34323,2,13.39205551147461
34836,2,13.391454696655273
