sample_idx,real_label,pred_label,pred_prob
63,2,1,0.7490658164024353
529,7,2,0.757520854473114
530,7,2,0.4950386881828308
531,7,2,0.9971526861190796
532,7,2,0.9759973287582397
533,7,2,0.9999949932098389
534,7,2,0.7134472131729126
535,7,2,0.6821256279945374
536,7,2,0.9999250173568726
537,7,2,0.9873305559158325
538,7,2,0.9623104929924011
539,7,2,0.9992547631263733
540,7,3,0.8207153677940369
541,7,2,0.9980304837226868
542,7,2,0.992866039276123
543,7,2,0.9996052384376526
544,7,2,0.8646339178085327
545,7,2,0.9975345134735107
546,7,2,0.9999979734420776
547,7,2,0.9873305559158325
548,7,2,0.9842343926429749
549,7,2,0.8347265720367432
550,7,2,0.9316861629486084
551,7,2,0.8347265720367432
552,7,2,0.9924606680870056
553,7,2,0.9535914659500122
554,7,2,0.5723947882652283
555,7,2,0.9999569654464722
556,7,2,0.608899712562561
557,7,2,0.9984353184700012
558,7,2,0.8717525601387024
559,7,2,0.886872410774231
560,7,2,0.9989264607429504
561,7,2,0.8119481205940247
562,7,2,0.6534616351127625
563,7,3,0.7986315488815308
564,7,2,0.9998682737350464
565,7,2,0.9997532963752747
566,7,2,0.8980190753936768
567,7,2,0.9955809712409973
568,7,3,0.2668648362159729
569,7,2,0.9257816076278687
570,7,2,0.9600664973258972
571,7,2,0.9999881982803345
572,7,2,0.9873305559158325
573,7,2,0.9939390420913696
574,7,2,0.6034712195396423
575,7,2,0.6152454018592834
576,7,2,0.9999529123306274
577,7,2,0.9999459981918335
578,7,2,0.99997878074646
579,7,2,0.9682663083076477
580,7,2,0.6152454018592834
581,7,2,0.9999773502349854
582,7,2,0.6300873160362244
583,7,2,0.9998598098754883
584,7,2,0.7429001927375793
585,7,2,0.9955809712409973
586,7,2,0.9998888969421387
587,7,3,0.39267441630363464
588,7,2,0.9986585378646851
589,7,2,0.9999959468841553
590,7,2,0.9999949932098389
591,7,3,0.8365040421485901
592,7,3,0.9151769280433655
593,7,2,0.7448521852493286
594,7,3,0.8424041271209717
595,7,2,0.9984686970710754
596,7,2,0.9250307679176331
597,7,2,0.9948539137840271
598,7,2,0.9999878406524658
599,7,3,0.8070411086082458
600,7,2,0.9999949932098389
601,7,2,0.9741796255111694
602,7,2,0.9999949932098389
603,7,2,0.9999529123306274
604,7,2,0.9999558925628662
605,7,2,0.796543538570404
606,7,2,0.8619297742843628
607,7,2,0.9916129112243652
608,7,2,0.6034712195396423
609,7,2,0.9999864101409912
610,7,2,0.9992368221282959
611,7,2,0.9559033513069153
612,7,2,0.9999872446060181
613,7,2,0.796543538570404
614,7,2,0.9999918937683105
615,7,2,0.9995470643043518
616,7,2,0.9999881982803345
617,7,2,0.9741796255111694
618,7,2,0.9999973773956299
619,7,2,0.9999892711639404
620,7,2,0.8213334083557129
621,7,2,0.9999409914016724
622,7,2,0.9998745918273926
623,7,2,0.9999595880508423
624,7,2,0.9999880790710449
625,7,2,0.9995470643043518
626,7,2,0.9525412917137146
627,7,2,0.9999892711639404
628,7,2,0.6152454018592834
