sample_idx,real_label,min_dis
28782,3,27.799577713012695
27665,3,12.367585182189941
7054,0,11.556164741516113
3397,0,11.438124656677246
6359,0,11.282190322875977
5180,0,11.281842231750488
6290,0,11.272838592529297
9760,0,11.246541023254395
26508,3,11.21666431427002
11349,0,11.17665958404541
6757,0,11.173247337341309
5781,0,11.171625137329102
4399,0,11.171539306640625
12549,0,11.171090126037598
154,0,11.17093563079834
3175,0,11.1708402633667
9508,0,11.168046951293945
6091,0,11.104270935058594
6717,0,10.983931541442871
8670,0,10.949714660644531
8331,0,10.932454109191895
5399,0,10.841487884521484
2453,0,10.836727142333984
4310,0,10.82014274597168
11694,0,10.805180549621582
3674,0,10.796111106872559
12924,0,10.795482635498047
2567,0,10.790401458740234
11290,0,10.789250373840332
11454,0,10.787285804748535
11822,0,10.785962104797363
2463,0,10.78557014465332
5196,0,10.784539222717285
11708,0,10.784219741821289
12357,0,10.780417442321777
2053,0,10.778539657592773
3763,0,10.776636123657227
3231,0,10.773422241210938
5780,0,10.772576332092285
2957,0,10.772322654724121
949,0,10.771738052368164
10640,0,10.771288871765137
2492,0,10.770557403564453
2258,0,10.768696784973145
9584,0,10.767646789550781
1862,0,10.767345428466797
84,0,10.765936851501465
218,0,10.764872550964355
9452,0,10.327454566955566
6118,0,10.277165412902832
29991,3,10.264616966247559
4827,0,10.162936210632324
935,0,10.15654182434082
26724,3,10.072286605834961
7627,0,10.062257766723633
6672,0,10.062177658081055
8094,0,10.062164306640625
6426,0,10.061957359313965
12174,0,10.059061050415039
5604,0,10.059052467346191
690,0,10.059028625488281
3740,0,10.055842399597168
9891,0,10.05563735961914
31560,3,9.984463691711426
8343,0,9.85827922821045
30806,3,9.774846076965332
28769,3,9.72399616241455
29728,3,9.702315330505371
5181,0,9.567241668701172
7601,0,9.540152549743652
7397,0,9.42385196685791
28557,3,9.385984420776367
32452,3,9.346639633178711
11490,0,9.301422119140625
13247,0,9.251810073852539
12426,0,9.250472068786621
8747,0,9.24195671081543
8820,0,9.217717170715332
3177,0,9.122952461242676
10590,0,9.050782203674316
1512,0,9.042244911193848
3851,0,9.037822723388672
33324,3,9.029583930969238
9607,0,9.023224830627441
3253,0,9.016200065612793
31807,3,8.990644454956055
33325,3,8.961867332458496
6286,0,8.946211814880371
