sample_idx,is_drift,closest_family,real_label,pred_label,min_distance,min_anomaly_score
0,Y,1,0,0,4.497250556945801,1.4275312671257638
1,Y,2,0,0,7.378292083740234,0.027849565858269882
2,Y,0,0,0,2.8252904415130615,2.0632734930517964
3,Y,1,0,0,2.6701231002807617,1.1533169467226005
4,Y,1,0,0,3.9212746620178223,0.6331130946216948
5,Y,0,0,0,2.505775213241577,2.195812409043377
6,Y,2,0,0,7.5528693199157715,0.1411027791387823
7,Y,0,0,0,3.116213321685791,1.9425951398349666
8,Y,2,0,0,7.515539646148682,0.11913177048521546
9,Y,2,0,0,3.7034263610839844,0.29374905082354275
10,Y,2,0,0,8.040637016296387,0.7989153083252712
11,Y,0,0,0,6.101508617401123,0.7042572848620986
12,Y,2,0,0,7.422358989715576,0.054089847012049046
13,Y,2,0,0,8.032353401184082,0.7959538763444901
14,Y,0,0,0,3.2056407928466797,1.9054995054526778
15,Y,1,0,0,2.628012180328369,1.0906703572921312
16,Y,0,0,0,4.053844928741455,1.5536538130916597
17,Y,1,0,0,4.964224815368652,0.36839921099844725
18,Y,0,0,0,6.429596424102783,0.5681623560365286
19,Y,2,0,0,0.6922461986541748,1.0802725108877964
20,Y,2,0,0,2.8495612144470215,0.7100499977253871
21,Y,0,0,0,3.1037802696228027,1.9477525254525785
22,Y,2,0,0,7.586126804351807,0.16590150831046604
23,Y,2,0,0,7.96380615234375,0.39806416709981146
24,Y,2,0,0,0.6937476396560669,1.0809359254525532
25,Y,0,0,0,6.23111629486084,0.6504943979799074
26,Y,0,0,0,6.1029863357543945,0.7036443087928733
27,Y,2,0,0,7.734196186065674,0.2616784751823535
28,Y,2,0,0,0.6880168914794922,1.0780998974175253
29,Y,2,0,0,7.314874172210693,0.01873443962461137
30,Y,2,0,0,7.496288299560547,0.1054417738078296
31,Y,2,0,0,3.697887420654297,0.2806243608921542
32,Y,1,0,0,3.928313732147217,0.636699172754981
33,Y,2,0,0,8.0568208694458,0.8046716263525683
34,Y,1,0,0,8.130335807800293,2.2476172933088336
35,Y,0,0,0,6.428528308868408,0.56860542360512
36,Y,1,0,0,5.619332790374756,0.819124727797644
37,Y,1,0,0,2.673455238342285,1.1549119899695295
38,Y,1,0,0,3.9270217418670654,0.636805983686695
