sample_idx,is_drift,closest_family,real_label,pred_label,min_distance,min_anomaly_score
0,Y,1,1,1,7.121147155761719,0.8479004982012172
1,Y,2,2,2,10.249545097351074,0.01296034871984159
2,N,6,6,6,6.966471195220947,0.0
3,Y,2,2,2,9.98379898071289,0.14350309940180409
4,N,6,6,6,6.966471195220947,0.0
5,Y,1,1,1,5.551058769226074,1.4234193694310073
6,Y,1,1,1,9.814813613891602,0.13946804279732655
7,N,6,6,6,6.966471195220947,0.0
8,N,6,6,6,6.966471195220947,0.0
9,N,6,6,6,6.966471195220947,0.0
10,N,6,6,6,6.966471195220947,0.0
11,N,6,6,6,6.966471195220947,0.0
12,Y,1,1,1,10.238968849182129,0.2949429474803875
13,Y,1,1,1,12.500748634338379,1.1240026106727505
14,N,6,6,6,6.966471195220947,0.0
15,Y,1,1,1,10.719674110412598,0.47114637125579173
16,Y,1,1,1,8.36263656616211,0.3928302039142212
17,N,6,6,6,6.966471195220947,0.0
18,Y,1,1,1,8.459672927856445,0.3572613417855145
19,N,6,6,6,6.966471195220947,0.0
20,Y,1,1,1,10.340261459350586,0.33207194554698527
21,N,6,6,6,6.966471195220947,0.0
22,Y,0,2,2,16.745708465576172,0.5340174727100383
23,Y,2,2,2,11.886370658874512,0.005786398505763536
24,Y,1,1,1,5.692886829376221,1.3714320254150276
25,Y,1,1,1,5.692886829376221,1.3714320254150276
26,Y,1,1,1,5.692886829376221,1.3714320254150276
27,Y,1,1,1,10.503605842590332,0.39194613853512045
28,Y,1,1,1,12.617332458496094,1.1667366321828048
29,N,6,6,6,6.966471195220947,0.0
30,Y,1,1,1,30.515737533569336,4.739983725025698
31,N,6,6,6,6.966471195220947,0.0
32,Y,2,2,2,11.245345115661621,0.1950168303929277
33,N,6,6,6,6.966471195220947,0.0
34,N,6,6,6,6.966471195220947,0.0
35,Y,1,1,1,11.41601848602295,0.7263927207449097
36,Y,1,1,1,11.971749305725098,0.9300969050477376
37,N,6,6,6,6.966471195220947,0.0
38,N,6,6,6,6.966471195220947,0.0
39,Y,1,1,1,8.485700607299805,0.34772084659910996
40,Y,1,1,1,19.962989807128906,3.832143252982178
41,Y,1,1,1,30.515737533569336,4.739983725025698
42,N,6,6,6,6.966471195220947,0.0
43,N,6,6,6,6.966471195220947,0.0
44,Y,2,2,2,5.172547340393066,0.18744069990022572
45,N,6,6,6,6.966471195220947,0.0
46,Y,1,1,1,12.261906623840332,1.0364546194495388
47,Y,1,1,1,13.684279441833496,1.5578280693134565
48,Y,2,2,2,7.443865776062012,0.11388960168191586
49,Y,1,1,1,13.684279441833496,1.5578280693134565
50,Y,1,1,1,11.072287559509277,0.6003974987367968
51,Y,1,1,1,11.587774276733398,0.7893501310694104
52,Y,1,1,1,11.903059959411621,0.9049186950852587
53,Y,0,2,2,9.635551452636719,0.15987362654873505
54,Y,2,2,2,14.102973937988281,0.5571788326759676
55,Y,1,1,1,30.515737533569336,4.739983725025698
56,Y,1,1,1,30.515737533569336,4.739983725025698
57,Y,1,1,1,30.515737533569336,4.739983725025698
58,Y,1,1,1,7.588008880615234,0.676771448899133
59,Y,1,1,1,11.11832046508789,0.6172709474453033
60,Y,1,1,1,9.42861270904541,0.0020946301904197586
61,Y,1,1,1,5.924531936645508,1.2865220726984916
62,Y,1,1,1,9.42861270904541,0.0020946301904197586
63,Y,1,1,1,7.373579025268555,0.7553711184243534
64,Y,0,2,2,9.220064163208008,0.6396840940354448
65,Y,2,2,2,4.652528762817383,0.25725155127439525
66,Y,1,1,1,30.515737533569336,4.739983725025698
67,Y,2,2,2,6.66254186630249,0.18819032586334128
68,Y,2,2,2,12.918259620666504,0.11113651049086715
69,Y,2,2,2,5.378561973571777,0.16540006049621633
70,Y,2,2,2,4.822322845458984,0.24256825272186897
71,Y,2,2,2,10.527128219604492,0.20849700902171547
72,Y,2,2,2,13.661323547363281,0.3726366864997887
73,N,6,6,6,6.966471195220947,0.0
74,Y,1,1,1,11.578217506408691,0.7858470788100318
75,Y,1,1,1,11.578217506408691,0.7858470788100318
76,Y,1,1,1,9.42861270904541,0.0020946301904197586
77,Y,1,1,1,10.34559154510498,0.33402569857339653
78,Y,1,1,1,12.613161087036133,0.7297534756573898
79,Y,1,1,1,10.955656051635742,0.5576459986704141
80,Y,1,1,1,11.299813270568848,0.6837974789721047
81,Y,1,1,1,5.692886829376221,1.3714320254150276
82,Y,1,1,1,11.605443000793457,0.7958266353314108
83,Y,1,1,1,11.588814735412598,0.7897315131685005
84,Y,1,1,1,9.42861270904541,0.0020946301904197586
85,Y,1,1,1,30.515737533569336,4.739983725025698
86,Y,1,1,1,4.872958183288574,1.671978423268802
87,Y,2,2,2,10.749472618103027,0.26037246428710437
88,Y,5,2,2,12.52877426147461,0.199309021606422
89,Y,1,1,1,6.469840049743652,1.0866383512379698
90,Y,1,1,1,9.42861270904541,0.0020946301904197586
91,Y,1,1,1,8.855450630187988,0.2121882755447316
92,Y,1,1,1,8.855450630187988,0.2121882755447316
93,Y,1,1,1,9.037470817565918,0.14546843118493588
94,Y,1,1,1,11.802933692932129,0.8682172225064585
95,Y,1,1,1,6.925617694854736,0.9195721923544693
96,Y,1,1,1,3.103203535079956,2.3206852534133504
97,Y,1,1,1,4.7173285484313965,1.7290247606285325
98,N,6,6,6,6.966471195220947,0.0
99,Y,1,1,1,9.42861270904541,0.0020946301904197586
100,Y,1,1,1,14.562612533569336,1.8797827273151932
101,Y,1,1,1,9.030466079711914,0.14803603110960764
102,Y,1,1,1,6.925617694854736,0.9195721923544693
103,Y,1,1,1,5.891627311706543,1.2985833252786072
104,Y,1,1,1,6.925617694854736,0.9195721923544693
105,Y,1,1,1,10.250840187072754,0.1310027315836417
106,Y,1,1,1,11.420324325561523,0.7279710343813826
107,Y,1,1,1,6.925617694854736,0.9195721923544693
108,Y,1,1,1,7.922887325286865,0.5540211208734251
109,Y,1,1,1,6.925617694854736,0.9195721923544693
110,Y,1,1,1,12.098217964172363,0.976454231284711
111,Y,1,1,1,7.735962867736816,0.6225386347516176
112,Y,1,1,1,7.825994968414307,0.5895371977620194
113,Y,1,1,1,5.692886829376221,1.3714320254150276
114,Y,1,1,1,12.613161087036133,0.7297534756573898
115,Y,1,2,2,25.41730499267578,2.446187177074863
116,Y,1,1,1,11.21003246307373,0.6508881539743583
117,Y,2,2,2,11.769133567810059,0.11458479052151947
118,N,5,5,5,12.842215538024902,0.0
119,Y,1,1,1,5.336063861846924,1.5022261598487217
120,Y,2,2,2,9.452890396118164,0.37624991338906777
121,Y,0,2,2,17.092144012451172,0.588047656413454
122,Y,1,1,1,7.7789130210876465,0.6067951747097553
123,Y,1,1,1,3.2939260005950928,2.250775572523585
124,Y,1,1,1,4.027812957763672,1.9817680060658311
125,Y,1,1,1,11.855671882629395,0.8875485058058932
126,Y,1,1,1,5.692886829376221,1.3714320254150276
127,Y,1,1,1,5.692886829376221,1.3714320254150276
128,Y,1,1,1,12.920716285705566,1.2779425485390337
129,Y,1,1,1,5.770739555358887,1.342894961282881
130,Y,1,1,1,10.057063102722168,0.22826505165578045
131,Y,1,1,1,11.534314155578613,0.7697542224271606
132,Y,1,1,1,8.105080604553223,0.4872378293541566
133,Y,1,1,1,5.751109600067139,1.350090358566677
134,Y,1,1,1,11.420324325561523,0.7279710343813826
135,Y,1,1,1,13.36827278137207,1.4419952295259197
136,Y,1,1,1,11.509936332702637,0.7608184852897257
137,Y,1,1,1,11.509936332702637,0.7608184852897257
138,Y,1,1,1,3.075701951980591,2.010885627176676
139,Y,2,2,2,13.970463752746582,0.5772839678226047
140,Y,2,2,2,12.205345153808594,0.060962422856788163
141,Y,1,2,2,14.24805736541748,0.9052575346475938
142,Y,2,2,2,5.169849395751953,0.25461135078406494
143,Y,1,1,1,7.339852809906006,0.7677335265300109
144,Y,5,2,2,12.717961311340332,0.07900997795671826
145,Y,1,1,1,11.21003246307373,0.6508881539743583
146,Y,1,1,1,7.537662029266357,0.6952261825986882
147,Y,2,2,2,10.6816987991333,0.22358070302914396
148,Y,0,2,2,12.632478713989258,0.10748297693286028
149,Y,1,2,2,18.23600959777832,1.0560608605417865
150,Y,1,1,1,11.41601848602295,0.7263927207449097
151,Y,1,1,1,8.623186111450195,0.2973252747079761
152,Y,1,1,1,7.7789130210876465,0.6067951747097553
153,Y,1,1,1,5.93874454498291,1.2813124141991883
154,N,5,5,5,12.842215538024902,0.0
155,Y,1,1,1,6.925617694854736,0.9195721923544693
156,Y,0,2,2,16.262287139892578,0.4586229490578288
157,Y,2,2,2,14.897485733032227,0.44428902974882606
158,Y,0,2,2,19.081832885742188,0.8983600833750697
159,Y,2,2,2,12.498956680297852,0.074623071272202
160,Y,2,2,2,7.968975067138672,0.21185649347189237
161,Y,1,1,1,10.01884651184082,0.21425668790065847
162,Y,2,2,2,10.61814022064209,0.27000084458914536
163,Y,2,2,2,13.054919242858887,0.17167945407250954
164,Y,4,2,2,11.898225784301758,0.3110175810669988
165,Y,2,2,2,12.422582626342773,0.10845830340239396
166,Y,2,2,2,5.770157337188721,0.3198093252494911
167,Y,1,1,1,5.016879558563232,1.6192237706299966
168,Y,1,1,1,30.515737533569336,4.739983725025698
169,Y,2,2,2,10.364700317382812,0.06027453822910641
170,Y,1,2,2,13.754999160766602,1.0768451327810267
171,Y,2,2,2,13.526700973510742,0.2824660534615243
172,Y,1,1,1,11.136693000793457,0.624005435198714
173,Y,1,1,1,7.153082370758057,0.8361945846712621
174,Y,1,1,1,10.464422225952148,0.3775833096576544
175,Y,1,1,1,17.0460262298584,2.790082720322902
176,Y,1,1,1,26.20029067993164,4.196309761040001
177,Y,1,1,1,5.304194927215576,1.51390777818538
178,Y,1,1,1,5.2842841148376465,1.5212061241659516
179,Y,1,1,1,5.524323463439941,1.4332192463933284
180,Y,1,1,1,5.2031731605529785,1.5509374980520314
181,Y,1,1,1,5.2031731605529785,1.5509374980520314
182,Y,1,1,1,5.999994277954102,1.258861208595098
183,Y,1,1,1,5.924531936645508,1.2865220726984916
184,Y,1,1,1,11.11832046508789,0.6172709474453033
185,Y,1,1,1,5.9500627517700195,1.2771637040690311
186,Y,1,1,1,9.654751777648926,0.08079707362685241
187,Y,2,2,2,8.660757064819336,0.2302847983984835
188,Y,1,1,1,10.571094512939453,0.4166842384492451
189,Y,1,1,1,10.571094512939453,0.4166842384492451
190,Y,1,1,1,10.571094512939453,0.4166842384492451
191,Y,1,1,1,10.112188339233398,0.248471311485025
192,Y,1,1,1,7.849609375,0.5808812923114055
193,Y,1,1,1,7.606588363647461,0.6699611042112562
194,Y,1,1,1,9.132576942443848,0.11060710101641104
195,Y,1,1,1,13.701258659362793,1.5640518336509455
196,Y,1,1,1,8.564229965209961,0.3189357617526606
197,Y,1,1,1,5.924531936645508,1.2865220726984916
198,Y,1,1,1,2.9719231128692627,2.1637968298862007
199,Y,1,1,1,20.465904235839844,3.7346222696520073
200,Y,1,1,1,7.021371841430664,0.8844733286054388
201,Y,1,1,1,9.787307739257812,0.1293857123647353
202,Y,1,1,1,12.288824081420898,0.743452419567454
203,Y,1,1,1,13.608745574951172,1.53014098737557
204,Y,1,1,1,13.608745574951172,1.53014098737557
205,Y,1,1,1,13.608745574951172,1.53014098737557
206,Y,1,1,1,30.515737533569336,4.739983725025698
207,Y,1,1,1,12.316110610961914,1.0563231935705146
208,Y,1,1,1,8.698395729064941,0.269757046953124
209,Y,1,1,1,7.607883453369141,0.6694863866213713
210,Y,1,1,1,6.761433124542236,0.9797543575051145
211,Y,1,1,1,4.7173285484313965,1.7290247606285325
212,Y,1,2,2,25.135692596435547,2.3662005994573296
213,Y,1,2,2,28.06023406982422,2.876505796612673
214,Y,1,1,1,6.834726333618164,0.952888592929109
215,Y,2,2,2,5.89859676361084,0.28123467382885886
216,Y,1,1,1,6.574591159820557,1.0482416334808584
217,Y,1,1,1,6.574591159820557,1.0482416334808584
218,Y,0,2,2,12.509739875793457,0.12662536008344308
219,Y,1,1,1,10.112188339233398,0.248471311485025
220,Y,1,1,1,7.51408576965332,0.7038681052042393
221,Y,1,1,1,5.169405937194824,1.5633149377161315
222,Y,1,1,1,11.356569290161133,0.7046015054277874
223,Y,1,1,1,11.356569290161133,0.7046015054277874
224,Y,1,1,1,11.356569290161133,0.7046015054277874
225,Y,2,2,2,12.057594299316406,0.08232990242881985
226,Y,2,2,2,11.196939468383789,0.298061488183594
227,Y,0,2,2,13.979342460632324,0.10257426549224456
228,Y,1,1,1,7.389864444732666,0.7494016670814457
229,Y,2,2,2,11.711668014526367,0.2981546539753002
230,Y,2,2,2,11.671953201293945,0.3633649734714682
231,Y,0,2,2,19.175331115722656,0.9129420931813893
232,Y,1,1,1,13.608745574951172,1.53014098737557
233,Y,1,1,1,13.608745574951172,1.53014098737557
234,Y,1,1,1,6.574591159820557,1.0482416334808584
235,Y,1,1,1,6.574591159820557,1.0482416334808584
236,Y,1,1,1,11.802933692932129,0.8682172225064585
237,Y,1,1,1,6.761433124542236,0.9797543575051145
238,Y,1,1,1,8.672822952270508,0.27913079671215374
239,Y,1,1,1,8.672822952270508,0.27913079671215374
240,Y,1,1,1,8.672822952270508,0.27913079671215374
