sample_idx,closest_family,real_label,pred_label,min_distance,min_anomaly_score
3,0,0,0,0.03249124810099602,3.848840761093356
4,0,0,0,0.043991442769765854,7.211064861010629
7,0,0,0,0.043038200587034225,6.9323727229947725
13,0,0,0,0.04205244034528732,6.644173528372248
15,0,0,0,0.051111169159412384,9.292604899380015
19,0,0,0,0.1164332777261734,28.390329892830838
20,0,0,0,0.04334523156285286,7.0221370249088855
29,0,0,0,0.04367232322692871,7.117766317065512
38,0,0,0,0.0432472862303257,6.9935014959476645
51,0,0,0,0.0426207073032856,6.810313399600433
59,0,0,0,0.06894297152757645,14.505952794265378
69,0,0,0,0.04399337247014046,7.211629032773976
70,0,0,0,0.04291504994034767,6.896368108800339
80,0,0,0,0.04288439080119133,6.887404530398132
88,0,0,0,0.0438963957130909,7.183276678829107
89,0,0,0,0.03699663653969765,5.166046775807858
92,0,0,0,0.03135593980550766,3.516919343946139
93,0,0,0,0.060859378427267075,12.142614405777694
104,0,0,0,0.04380844533443451,7.1575632982097
116,0,0,0,0.043128740042448044,6.958843052215581
124,0,0,0,0.04334253445267677,7.021348491401814
126,0,0,0,0.043265897780656815,6.99894281280033
130,0,0,0,0.03368731215596199,4.198524875708569
166,0,0,0,0.05811477452516556,11.340195520692872
175,0,0,0,0.06310846656560898,12.800163130766375
186,0,0,0,0.05482969060540199,10.379760619945122
188,0,0,0,0.043222781270742416,6.986337168033969
197,0,0,0,0.03706777095794678,5.186843802489529
199,0,0,0,0.04388735815882683,7.18063443809961
209,0,0,0,0.04315291345119476,6.96591044714291
228,0,0,0,0.03145672008395195,3.546383704397527
231,0,0,0,0.037219464778900146,5.231193366588909
243,0,0,0,0.04553887993097305,7.663477247615469
249,0,0,0,0.043763261288404465,7.144353183696896
252,0,0,0,0.03418729454278946,4.344700908283963
255,0,0,0,0.04314405098557472,6.9633193957432935
256,0,0,0,0.03137119859457016,3.5213804395883552
264,0,0,0,0.04384076967835426,7.167013719813097
279,0,0,0,0.03186977282166481,3.6671447792553615
280,0,0,0,0.07340898364782333,15.811646655430508
303,0,0,0,0.04393696039915085,7.19513626634085
320,0,0,0,0.04395787790417671,7.201251757559366
331,0,0,1,0.46142473816871643,129.25284883049088
334,0,0,0,0.034486062824726105,4.432049509481661
335,0,0,0,0.04285644739866257,6.879234931176387
358,0,0,0,0.04351307079195976,7.071206898703911
365,0,0,0,0.043800514191389084,7.155244530479651
385,0,0,0,0.04258270934224129,6.799204225882023
397,0,0,0,0.05711347237229347,11.047452456192582
398,0,0,0,0.04028118774294853,6.126325930296614
401,0,0,0,0.04375423491001129,7.141714210371434
415,0,0,0,0.04345838353037834,7.055218401626826
432,0,0,0,0.036087725311517715,4.90031534046348
447,0,0,0,0.03454064950346947,4.448008599922432
448,0,0,0,0.03583764284849167,4.827200640376165
452,0,0,0,0.04315324127674103,6.966006290994599
454,0,0,0,0.04386158287525177,7.173098715260623
470,0,0,0,0.043905653059482574,7.185983178504622
479,0,0,0,0.04336913302540779,7.029124913004701
481,0,0,0,0.04299816116690636,6.9206667034726665
483,0,0,0,0.033160023391246796,4.044365485941415
485,0,0,0,0.049562349915504456,8.839788443809534
496,0,0,0,0.04324985668063164,6.994252998875675
498,0,0,0,0.0437445342540741,7.138878103669205
500,0,0,0,0.032727766782045364,3.9179899218170697
513,0,0,0,0.05235312134027481,9.655704974962225
522,0,0,0,0.03928040713071823,5.833735344651283
533,0,0,0,0.04270678013563156,6.835477856341989
535,0,0,0,0.0431472510099411,6.964254962431932
542,0,0,0,0.04321238026022911,6.983296304012223
548,0,0,0,0.03923621028661728,5.820813850828222
554,0,0,0,0.03151222690939903,3.562611811103832
560,0,0,0,0.03315337747335434,4.042422469675372
566,0,0,0,0.04317071661353111,6.9711154217703895
567,0,0,0,0.033964354544878006,4.279521643462564
569,0,0,0,0.04312902316451073,6.95892582645113
574,0,0,0,0.04287514090538025,6.8847002089919735
585,0,0,0,0.04067171737551689,6.240502096889595
597,0,0,0,0.043363720178604126,7.0275424003171665
612,0,0,0,0.40765783190727234,113.53342901048208
613,0,0,0,0.04309138283133507,6.947921209661834
628,0,0,0,0.03602324053645134,4.88146241918253
631,0,0,0,0.03802815079689026,5.467622722548962
637,0,0,0,0.04342358931899071,7.045045883731733
646,0,0,0,0.006282415706664324,3.8136355717527777
647,0,0,0,0.04236068204045296,6.734291799056801
648,0,0,0,0.07351941615343094,15.843932963833307
649,0,0,0,0.03376448154449463,4.221086300569047
650,0,0,0,0.04333203285932541,7.018278220743755
662,0,0,0,0.03452126309275627,4.442340743056687
665,0,0,0,0.03336486592888832,4.104253734495752
669,0,0,0,0.042766790837049484,6.85302272687433
680,0,0,0,0.0432228185236454,6.986348059380751
689,0,0,0,0.03530792519450188,4.672331134798775
691,0,0,0,0.0748327448964119,16.227900859851278
692,0,0,0,0.032925330102443695,3.975750001210056
700,0,0,0,0.04492919519543648,7.4852283770342165
733,0,0,0,0.04313799366354942,6.961548462756417
737,0,0,0,0.045955315232276917,7.7852272567611776
742,0,0,0,0.03159865364432335,3.5878797356398247
758,0,0,0,0.033220235258340836,4.061969169746383
778,0,0,0,0.042992740869522095,6.9190820125157755
780,0,0,0,0.04304924234747887,6.935600918181181
784,0,0,0,0.04314635321497917,6.9639924809744675
800,0,0,0,0.03646819666028023,5.011550843425116
804,0,0,0,0.043140798807144165,6.962368581169159
809,0,0,0,0.04429464414715767,7.299709532475475
813,0,0,0,0.04156901314854622,6.50283761030711
821,0,0,0,0.035165075212717056,4.630567176425621
823,0,0,0,0.056412223726511,10.842433744353995
825,0,0,0,0.04995959997177124,8.955929409362124
829,0,0,0,0.04078928008675575,6.2748730090666145
834,0,0,0,0.04313008859753609,6.959237318969117
862,0,0,0,0.03425413742661476,4.364243251816261
863,0,0,0,0.03247306868433952,3.843525783863371
866,0,0,0,0.04211148992180824,6.661437402157594
869,0,0,0,0.03635184094309807,4.977532810883859
872,0,0,0,0.04319063201546669,6.976937935760451
880,0,0,0,0.042464133352041245,6.764537069072512
881,0,0,0,0.04401347041130066,7.217504914363272
882,0,0,0,0.03779437765479088,5.399276254083137
897,0,0,0,0.0434272363781929,7.046112146581764
898,0,0,0,0.03713570162653923,5.206704173347884
909,0,0,0,0.04324675351381302,6.993345749688672
914,0,0,0,0.04351268336176872,7.071093628697371
917,0,0,0,0.04354827105998993,7.081498132278937
940,0,0,0,0.05905093997716904,11.613895065343515
945,0,0,0,0.04331708326935768,7.013907523279835
951,0,0,0,0.04371439293026924,7.130065914987278
