sample_idx,real_label,pred_label,pred_prob
0,2,2,0.9999921321868896
1,2,2,0.9999977350234985
2,2,2,0.9999921321868896
3,2,2,0.9999953508377075
4,3,3,0.9752564430236816
5,3,3,0.7887687683105469
6,2,2,0.9999994039535522
7,2,2,0.9999762773513794
8,2,2,0.9999932050704956
9,2,2,0.9999994039535522
10,2,2,0.9999994039535522
11,3,1,0.5175809264183044
12,2,2,0.9999996423721313
13,6,6,0.999962329864502
14,0,0,0.999980092048645
15,3,3,0.9663224220275879
16,3,3,0.9209330677986145
17,3,3,0.8542728424072266
18,3,3,0.8645550012588501
19,3,3,0.9346561431884766
20,3,3,0.9700062274932861
21,3,3,0.966864824295044
22,3,3,0.9745373725891113
23,2,2,0.9974232912063599
24,2,2,0.9999991655349731
25,2,2,0.9999309778213501
26,2,2,0.9999996423721313
27,2,2,0.999993085861206
28,3,3,0.8850234746932983
29,3,3,0.9983799457550049
30,3,3,0.9361757040023804
31,3,3,0.9499326348304749
32,3,3,0.9788685441017151
33,3,3,0.8432073593139648
34,3,3,0.9813317060470581
35,2,2,0.9999772310256958
36,2,2,0.9999988079071045
37,2,2,0.9999988079071045
38,3,3,0.9696496725082397
39,3,3,0.933712363243103
40,3,3,0.9713087677955627
41,2,2,0.9999936819076538
42,2,2,0.9999996423721313
43,3,3,0.9788685441017151
44,3,3,0.9339458346366882
45,3,3,0.9869173765182495
46,3,3,0.9530904293060303
47,3,3,0.9974746108055115
48,3,3,0.7716730833053589
49,0,0,0.9999345541000366
50,3,3,0.9713087677955627
51,3,3,0.9998617172241211
52,3,3,0.9185972213745117
53,3,3,0.9614487886428833
54,3,3,0.9749317169189453
55,3,3,0.9860482215881348
56,3,3,0.9670376777648926
57,2,2,0.9999996423721313
58,0,0,0.9999555349349976
59,2,2,0.9999066591262817
60,2,2,0.9998677968978882
61,0,0,0.9999555349349976
62,0,0,0.9999555349349976
63,0,0,0.9999555349349976
64,0,0,0.9999555349349976
65,0,0,0.9999555349349976
66,0,0,0.9999555349349976
67,0,0,0.9999555349349976
68,0,0,0.9999555349349976
69,0,0,0.9999555349349976
70,0,0,0.9999555349349976
71,0,0,0.9999555349349976
72,0,0,0.9999555349349976
73,0,0,0.9999555349349976
74,0,0,0.9999555349349976
75,0,0,0.9999555349349976
76,0,0,0.9999555349349976
77,0,0,0.9999555349349976
