sample_idx,closest_family,real_label,pred_label,min_distance,min_anomaly_score
80,0,0,0,0.025828542187809944,3.672226971036323
187,0,0,0,0.02534652128815651,3.5534515125865593
220,0,0,0,0.02684616483747959,3.9229805923253838
241,0,0,0,0.0252673402428627,3.533940398105703
336,0,0,0,0.02574237622320652,3.650994692610437
341,0,0,0,0.025525646284222603,3.597589958747004
411,0,0,0,0.10569147020578384,23.351364459557328
475,0,0,0,0.02539856731891632,3.5662762493737645
479,0,0,0,0.07417144626379013,15.584470333701859
516,0,0,0,0.030030500143766403,4.707637662942967
553,0,0,0,0.02538181096315384,3.562147291813901
632,0,0,0,0.026214776560664177,3.7673995345865796
642,0,0,0,0.05582873150706291,11.0646167059092
734,0,0,0,0.028568120673298836,4.347290189641035
744,0,0,0,0.026058800518512726,3.728965255228489
778,0,0,0,0.02578127011656761,3.660578592433414
788,0,0,0,0.04227485507726669,7.724786653150159
884,0,0,0,0.02612399309873581,3.745029452048766
893,0,0,0,0.025852983817458153,3.678249667912771
962,0,0,0,0.02529117465019226,3.5398134684631963
994,0,0,0,0.03474188596010208,5.868576972154094
1000,0,0,0,0.025676792487502098,3.6348341106092383
1001,0,0,0,0.026347022503614426,3.7999864463020896
1006,0,0,0,0.026019079610705376,3.7191775695944203
1035,0,0,0,0.029812606051564217,4.653945609444977
1190,0,0,0,0.025913598015904427,3.6931856991392125
1198,0,0,0,0.025486938655376434,3.588051956629228
1236,0,0,0,0.046821724623441696,8.845187273219738
1275,0,0,0,0.02598654478788376,3.711160617426998
1282,0,0,0,0.034602805972099304,5.834306073634767
1299,0,0,0,0.02602977305650711,3.721812556849998
1459,0,0,0,0.029568025842308998,4.593678250699923
1555,0,0,0,0.025471478700637817,3.5842424470975622
1556,0,0,0,0.04568331688642502,8.564670596527646
1601,0,0,0,0.029064692556858063,4.469651635798137
1611,0,0,0,0.02988748997449875,4.672398322843904
1686,0,0,0,0.04236938804388046,7.748080656493665
